anzahl,vorname,geschlecht,position
1,Dora,w,1
1,Dorothea,w,1
1,Dunja,w,1
1,Dunya,w,1
1,Džejla,w,1
1,Edelyn,w,1
1,Edona,w,1
1,Effi,w,1
1,Eftalia,w,1
1,Ehmi,w,1
1,Eira,w,1
1,Elaine,w,1
1,Eleanor,w,1
1,Elenita,w,1
1,Eleyn-Marie,w,1
1,Elia,w,1
1,Elim,w,1
1,Elina-Magdalena,w,1
1,Elinor,w,1
1,Elinora,w,1
1,Elisabeta-Sara,w,1
1,Ella-Marie,w,1
1,Ellari,w,1
1,Elleen,w,1
1,Elliot,w,1
1,Ellén,w,1
1,Elodia,w,1
1,Elois,w,1
1,Elora,w,1
1,Elouise,w,1
1,Else,w,1
1,Elya,w,1
1,Elén,w,1
1,Ema,w,1
1,Emilia-Jasmine,w,1
1,Emilia-Louise,w,1
1,Emilia-Maria,w,1
1,Emiliia,w,1
1,Emina,w,1
1,Emla,w,1
1,Engjull,w,1
1,Eni,w,1
1,Enna,w,1
1,Erell,w,1
1,Erina,w,1
1,Erisa,w,1
1,Esme,w,1
1,Esti,w,1
1,Eva-Ilinca,w,1
1,Eva-Margarete,w,1
1,Evelin-Rose,w,1
1,Evelin,w,1
1,Eveline,w,1
1,Evgenia-Angela,w,1
1,Evita,w,1
1,Evolet,w,1
1,Eywa,w,1
1,Fairuz,w,1
1,Faiza,w,1
1,Farah,w,1
1,Farina,w,1
1,Fatiha,w,1
1,Fatoumata,w,1
1,Faye,w,1
1,Fee,w,1
1,Felia,w,1
1,Felina,w,1
1,Feline,w,1
1,Fenna,w,1
1,Fenya,w,1
1,Ferun,w,1
1,Fey,w,1
1,Feyza,w,1
1,Fia,w,1
1,Fiby,w,1
1,Filippa,w,1
1,Filomena,w,1
1,Finnya,w,1
1,Fiora,w,1
1,Flore,w,1
1,Florentina,w,1
1,Franka,w,1
1,Freda,w,1
1,Freddie,w,1
1,Freja,w,1
1,Frizzi,w,1
1,Froda,w,1
1,Gabriella,w,1
1,Gaja,w,1
1,Gala,w,1
1,Gianna,w,1
1,Giovanna,w,1
1,Gisa,w,1
1,Giuna,w,1
1,Grace,w,1
1,Gul,w,1
1,Gwendolin,w,1
1,Hadassa,w,1
1,Hadija,w,1
1,Hadil,w,1
1,Hailey-Leann,w,1
1,Hala,w,1
1,Hananeh,w,1
1,Hanelore,w,1
1,Hannah-Sophie,w,1
1,Hanne,w,1
1,Hanni,w,1
1,Haruka,w,1
1,Hava,w,1
1,Haya,w,1
1,Hayley,w,1
1,Haylie,w,1
1,Hedwig,w,1
1,Heidi,w,1
1,Helga,w,1
1,Helin,w,1
1,Helrun,w,1
1,Hennie,w,1
1,Henrike,w,1
1,Hewi,w,1
1,Hidaya,w,1
1,Hilja,w,1
1,Hilla,w,1
1,Hina,w,1
1,Hjördis,w,1
1,Hoang,w,1
1,Hoda,w,1
1,Hope-Sophie,w,1
1,Hope,w,1
1,Huda,w,1
1,Héloïse,w,1
1,Ibadat,w,1
1,Ida-Olivia,w,1
1,Iliana,w,1
1,Ilin,w,1
1,Ilinca,w,1
1,Ilse,w,1
1,Ilvy,w,1
1,Iman,w,1
1,Imen,w,1
1,Inaya,w,1
1,Inga,w,1
1,Insa,w,1
1,Ionela,w,1
1,Iovi,w,1
1,Iris-Ştefania,w,1
1,Iris,w,1
1,Irma,w,1
1,Isabell,w,1
1,Isadora,w,1
1,Isalie,w,1
1,Iska,w,1
1,Ivett,w,1
1,Jael,w,1
1,Jainaba,w,1
1,Jannah,w,1
1,Jara-Aylin,w,1
1,Jasmiena,w,1
1,Jehoaddan,w,1
1,Jelle,w,1
1,Jemima,w,1
1,Jesenija,w,1
1,Jessica,w,1
1,Jian,w,1
1,Jill,w,1
1,Jimin,w,1
1,Jina,w,1
1,Joana,w,1
1,Joleen,w,1
1,Jolina,w,1
1,Joline,w,1
1,Josefine,w,1
1,Josiah,w,1
1,Josie,w,1
1,Josina,w,1
1,Judith-Malia,w,1
1,Jule,w,1
1,Juliane,w,1
1,Julie,w,1
1,Juliette,w,1
1,Julina,w,1
1,July,w,1
1,Jun,w,1
1,Junia,w,1
1,Junieth,w,1
1,Juno,w,1
1,Júlia,w,1
1,Kadjatou,w,1
1,Kaila,w,1
1,Kali,w,1
1,Kamar,w,1
1,Karia,w,1
1,Karoline,w,1
1,Kaska,w,1
1,Katerina-Maria,w,1
1,Katinka,w,1
1,Katja,w,1
1,Kausar,w,1
1,Kaycee,w,1
1,Kayla,w,1
1,Khadigah,w,1
1,Khadija,w,1
1,Khadijat,w,1
1,Khafiza,w,1
1,Khalida,w,1
1,Khokhe,w,1
1,Kiara,w,1
1,Kimberly,w,1
1,Kinda,w,1
1,Kirat-Kaur,w,1
1,Kleo,w,1
1,Konstancja,w,1
1,Kristin,w,1
1,Kseniia,w,1
1,Kvitka,w,1
1,Kyan,w,1
1,Laila,w,1
1,Lamilia,w,1
1,Larin,w,1
1,Larissa,w,1
1,Lauren,w,1
1,Lawin,w,1
1,Layal,w,1
1,Le,w,1
1,Leana,w,1
1,Leann,w,1
1,Leela,w,1
1,Leila,w,1
1,Leilani,w,1
1,Lejla,w,1
1,Lenja,w,1
1,Leny,w,1
1,Leona,w,1
1,Leticia,w,1
1,Levi-Gyula,w,1
1,Levke,w,1
1,Leyna,w,1
1,Lia-Marie,w,1
1,Lianne,w,1
1,Lien,w,1
1,Lienna,w,1
1,Lieselotte,w,1
1,Lili,w,1
1,Lilia,w,1
1,Lilian,w,1
1,Lilith-Rose,w,1
1,Lilly-Ann,w,1
1,Lilé,w,1
1,Lin,w,1
1,Linah,w,1
1,Line,w,1
1,Linja,w,1
1,Linn,w,1
1,Linnéa,w,1
1,Lioba,w,1
1,Liona,w,1
1,Lisa-Marie,w,1
1,Lituima,w,1
1,Liva,w,1
1,Liviana,w,1
1,Liwia,w,1
1,Liyana,w,1
1,Liyara,w,1
1,Liz,w,1
1,Loki,w,1
1,Loma,w,1
1,Lori,w,1
1,Lorna,w,1
1,Lotta-Malina,w,1
1,Lotta-Sophia,w,1
1,Louise,w,1
1,Lova,w,1
1,Lovis,w,1
1,Lubina,w,1
1,Lucinda,w,1
1,Lucía,w,1
1,Luzie,w,1
1,Lya,w,1
1,Madea,w,1
1,Madison,w,1
1,Madita,w,1
1,Magdalena,w,1
1,Magdalene,w,1
1,Maggie,w,1
1,Mahsa,w,1
1,Maida,w,1
1,Maileen,w,1
1,Mailin,w,1
1,Maira,w,1
1,Maite,w,1
1,Maja-Juliet,w,1
1,Majara,w,1
1,Makeda,w,1
1,Malaika,w,1
1,Maleni,w,1
1,Malia-Julie,w,1
1,Malia-Sophie,w,1
1,Malika,w,1
1,Mallak,w,1
1,Malu,w,1
1,Maly,w,1
1,Manreet,w,1
1,Maraya,w,1
1,Mare-Luna,w,1
1,Mareile,w,1
1,Margo,w,1
1,Margot,w,1
1,Maria-Teodora,w,1
1,Mariana,w,1
1,Marie-Louise,w,1
1,Marie-Luise,w,1
1,Marieke,w,1
1,Marisa,w,1
1,Marishka,w,1
1,Marita,w,1
1,Marleen,w,1
1,Marlina,w,1
1,Martina,w,1
1,Marwa,w,1
1,Mary-Jane,w,1
1,Mary,w,1
1,Marya,w,1
1,Maryem,w,1
1,Maryfer,w,1
1,Masha,w,1
1,Massa,w,1
1,Mateo,w,1
1,Mathild,w,1
1,Matilde,w,1
1,Mattea,w,1
1,Mavis,w,1
1,Maxy,w,1
1,Maybell,w,1
1,Mayleen,w,1
1,Maïmouna,w,1
1,Mecide,w,1
1,Medina,w,1
1,Megan,w,1
1,Mehrish,w,1
1,Melaniia,w,1
1,Melba,w,1
1,Melia,w,1
1,Melika,w,1
1,Melina-Sophie,w,1
1,Melisa,w,1
1,Melissa-Ștefania,w,1
1,Mella,w,1
1,Melody-Cayenne,w,1
1,Melody-Fabienne,w,1
1,Meral,w,1
1,Meredith,w,1
1,Meret,w,1
1,Merit,w,1
1,Merle-Sophie,w,1
1,Meryem,w,1
1,Mette,w,1
1,Meva,w,1
1,Mewa,w,1
1,Mhina,w,1
1,Mia-Elly,w,1
1,Mia-Jolie,w,1
1,Mia-Luana,w,1
1,Mia-Melody,w,1
1,Michaela,w,1
1,Midori,w,1
1,Mie,w,1
1,Mihrimah,w,1
1,Miia,w,1
1,Mila-Elaine,w,1
1,Milda,w,1
1,Milena-Jeanette,w,1
1,Milou-Esmee,w,1
1,Mimi,w,1
1,Mine,w,1
1,Miona,w,1
1,Miral,w,1
1,Mirha,w,1
1,Miriélle,w,1
1,Mirjam,w,1
1,Mirna,w,1
1,Miroslava,w,1
1,Miruna-Isabel,w,1
1,Miruna,w,1
1,Mjalta,w,1
1,Mo,w,1
1,Momo,w,1
1,Mona,w,1
1,Monja,w,1
1,Mukti,w,1
1,Muntaha,w,1
1,Myriam,w,1
1,Myroslava,w,1
1,Nada,w,1
1,Nadira,w,1
1,Naelle,w,1
1,Naema,w,1
1,Nahla,w,1
1,Naida,w,1
1,Nailah,w,1
1,Naja,w,1
1,Nala,w,1
1,Namariq,w,1
1,Nami,w,1
1,Nancy,w,1
1,Naomi-Samaria,w,1
1,Narumi,w,1
1,Nassima,w,1
1,Natalia,w,1
1,Natia,w,1
1,Navreet,w,1
1,Nayla,w,1
1,Neira,w,1
1,Nelina,w,1
1,Nell,w,1
1,Nelli,w,1
1,Neyla,w,1
1,Nika,w,1
1,Nikita,w,1
1,Nil,w,1
1,Nila,w,1
1,Noelle,w,1
1,Nola,w,1
1,Noor,w,1
1,Nor,w,1
1,Nour,w,1
1,Noura,w,1
1,Noémi,w,1
1,Nuara,w,1
1,Nusaiba,w,1
1,Nya,w,1
1,Nyota,w,1
1,Odette,w,1
1,Ofelia,w,1
1,Olivia-Maria,w,1
1,Ophelia,w,1
1,Oprah,w,1
1,Otilie,w,1
1,Otylia,w,1
1,Pana,w,1
1,Panah,w,1
1,Parla,w,1
1,Pennelope,w,1
1,Penélopé,w,1
1,Peppi,w,1
1,Perla,w,1
1,Phia,w,1
1,Philina,w,1
1,Philomena,w,1
1,Pilar,w,1
1,Pippilotta,w,1
1,Polina,w,1
1,Polly,w,1
1,Pria,w,1
1,Quds,w,1
1,Quỳnh,w,1
1,Rabab,w,1
1,Rabiya,w,1
1,Radislawa,w,1
1,Rahil,w,1
1,Raja,w,1
1,Rania,w,1
1,Ranslynn,w,1
1,Raphaela,w,1
1,Regaine,w,1
1,Remi,w,1
1,Rhea,w,1
1,Rika,w,1
1,Riyana,w,1
1,Rodaina,w,1
1,Rosalinde,w,1
1,Rose,w,1
1,Roselies,w,1
1,Rosè,w,1
1,Rovan,w,1
1,Ruby-Hope,w,1
1,Ruby-Maja,w,1
1,Rumi,w,1
1,Ruth,w,1
1,Sabeh,w,1
1,Safia,w,1
1,Sahra,w,1
1,Saif,w,1
1,Sakura,w,1
1,Samira,w,1
1,Samyami,w,1
1,Sandra,w,1
1,Sandy,w,1
1,Sanna,w,1
1,Sarlota,w,1
1,Sascha,w,1
1,Sasha,w,1
1,Savannah,w,1
1,Schabnam,w,1
1,Selena-Ioana,w,1
1,Selena,w,1
1,Selin,w,1
1,Selina,w,1
1,Selva,w,1
1,Serina,w,1
1,Sevim,w,1
1,Sham,w,1
1,Shayma,w,1
1,Shengmin,w,1
1,Shira,w,1
1,Shivali,w,1
1,Siela,w,1
1,Silya,w,1
1,Simone,w,1
1,Sini,w,1
1,Skadi,w,1
1,Skyla,w,1
1,Skylar,w,1
1,Sofia-Elena,w,1
1,Sofiia,w,1
1,Solea,w,1
1,Solomiia,w,1
1,Sondos,w,1
1,Sonya,w,1
1,Sora,w,1
1,Soraya,w,1
1,Stefania,w,1
1,Stella-Emilia,w,1
1,Suaad,w,1
1,Suki,w,1
1,Sumaiya,w,1
1,Susan,w,1
1,Svea,w,1
1,Taibah,w,1
1,Tala,w,1
1,Taleen,w,1
1,Talia,w,1
1,Talvi,w,1
1,Talyah,w,1
1,Tami,w,1
1,Taqdees,w,1
1,Tartiel,w,1
1,Teona,w,1
1,Teresa,w,1
1,Teseni,w,1
1,Tesnïm,w,1
1,Thalea,w,1
1,Thalia,w,1
1,Theda,w,1
1,Thelma,w,1
1,Therese,w,1
1,Theresia,w,1
1,Thora,w,1
1,Tiara,w,1
1,Tiia,w,1
1,Tila,w,1
1,Tilia,w,1
1,Tilla,w,1
1,Timea,w,1
1,Tina,w,1
1,Tinano,w,1
1,Tiril,w,1
1,Tissaia,w,1
1,Tolin,w,1
1,Toni,w,1
1,Tonka,w,1
1,Trixi,w,1
1,Trude,w,1
1,Trâm,w,1
1,Trần,w,1
1,Tulin,w,1
1,Tuuli-Anouk,w,1
1,Vala,w,1
1,Valea,w,1
1,Valentina-Valeska,w,1
1,Valeriia,w,1
1,Vannia,w,1
1,Venona,w,1
1,Veronika,w,1
1,Victoria,w,1
1,Vilda,w,1
1,Viola,w,1
1,Violet,w,1
1,Walera,w,1
1,Walli,w,1
1,Wateen,w,1
1,Watin,w,1
1,Wendy,w,1
1,Wolke,w,1
1,Xenia,w,1
1,Xezal,w,1
1,Xylia,w,1
1,Yada,w,1
1,Yamila,w,1
1,Yaqeen,w,1
1,Yara-Sofi,w,1
1,Yasmin,w,1
1,Yeliz,w,1
1,Yeseniia,w,1
1,Yimo,w,1
1,Ylwie,w,1
1,Yolanda,w,1
1,Ysabel,w,1
1,Yuina,w,1
1,Yuma,w,1
1,Yusra,w,1
1,Yve,w,1
1,Zafira-Annabel,w,1
1,Zaheea,w,1
1,Zahra,w,1
1,Zahraa,w,1
1,Zainab,w,1
1,Zaria,w,1
1,Zeinab,w,1
1,Zerya,w,1
1,Zofia,w,1
1,Zoya,w,1
1,Zoé,w,1
1,Zsazsa,w,1
1,Züleyha-Zümra,w,1
1,Zümra,w,1
1,Ágnes,w,1
1,Äliczia,w,1
1,Èline,w,1
1,Élise,w,1
1,Élyane,w,1
1,Aaren,m,1
1,Abdol,m,1
1,Abdul-Aziz,m,1
1,Abdulla,m,1
1,Abdullah,m,1
1,Abdulrahman,m,1
1,Abdurahman,m,1
1,Abdurrokhman,m,1
1,Abida,m,1
1,Aboud,m,1
1,Abtin,m,1
1,Abubakr,m,1
1,Adem,m,1
1,Adorján,m,1
1,Adriel,m,1
1,Aelius,m,1
1,Agapios,m,1
1,Aggelos,m,1
1,Ahsab,m,1
1,Alawi,m,1
1,Albaraa,m,1
1,Aldin,m,1
1,Aldo,m,1
1,Aleksandre,m,1
1,Aleksey,m,1
1,Aleksi,m,1
1,Alessandro,m,1
1,Alex,m,1
1,Alexandre,m,1
1,Alexandros,m,1
1,Alhamad,m,1
1,Aljoscha,m,1
1,Allan,m,1
1,Alois,m,1
1,Alon,m,1
1,Alonab,m,1
1,Amar,m,1
1,Amari-Scott,m,1
1,Amelon,m,1
1,Amer,m,1
1,Amiyas,m,1
1,Amsal,m,1
1,Anas,m,1
1,Anass,m,1
1,Ander,m,1
1,Anes,m,1
1,Anh,m,1
1,Anouar,m,1
1,Anthony,m,1
1,Antonin,m,1
1,Arden,m,1
1,Arik,m,1
1,Armand,m,1
1,Arnon,m,1
1,Arsalan,m,1
1,Arsen,m,1
1,Artem,m,1
1,Artyom,m,1
1,Ary,m,1
1,Aryan,m,1
1,Asael,m,1
1,Asko,m,1
1,Assil,m,1
1,Atreus,m,1
1,Atréju,m,1
1,Audi,m,1
1,Aurel,m,1
1,Aurelian,m,1
1,Aurelius,m,1
1,Avgustin,m,1
1,Avi,m,1
1,Avid,m,1
1,Ayden,m,1
1,Aydin,m,1
1,Ayo,m,1
1,Ayoub,m,1
1,Azar,m,1
1,Baktash,m,1
1,Barnabás,m,1
1,Basilius,m,1
1,Batu,m,1
1,Bellamy,m,1
1,Beloslav,m,1
1,Ben-Rico,m,1
1,Bente,m,1
1,Benyamin,m,1
1,Biruk,m,1
1,Björn,m,1
1,Bodhi,m,1
1,Bảo,m,1
1,Calvin-Emilyo,m,1
1,Camillo,m,1
1,Can,m,1
1,Carlo-Diethelm,m,1
1,Cary,m,1
1,Casey,m,1
1,Chiedozie,m,1
1,Chris,m,1
1,Christian,m,1
1,Colin,m,1
1,Conan,m,1
1,Cornelius,m,1
1,Corvin,m,1
1,Corvo,m,1
1,Cuno,m,1
1,Curt,m,1
1,Célestin,m,1
1,Damian-Gabriel,m,1
1,Damien,m,1
1,Damjan,m,1
1,Daris,m,1
1,Dariy,m,1
1,Darley,m,1
1,Darmin,m,1
1,Dave,m,1
1,Davi,m,1
1,Davin,m,1
1,Davis,m,1
1,Dayin-Ali,m,1
1,Daymien,m,1
1,Declan,m,1
1,Dejan,m,1
1,Denis,m,1
1,Dervis,m,1
1,Deryan,m,1
1,Devin,m,1
1,Diako,m,1
1,Diar,m,1
1,Didar,m,1
1,Dion,m,1
1,Djurre,m,1
1,Domenik,m,1
1,Dominic-Ianis,m,1
1,Dominik,m,1
1,Don,m,1
1,Dorián,m,1
1,Duc,m,1
1,Duy,m,1
1,Dylan,m,1
1,Easy,m,1
1,Eddie,m,1
1,Eddy,m,1
1,Edem,m,1
1,Eden,m,1
1,Edian,m,1
1,Edin,m,1
1,Eduardo,m,1
1,Edward,m,1
1,Efisio,m,1
1,Efraim,m,1
1,Ege,m,1
1,Egehan,m,1
1,Egon,m,1
1,Eilad,m,1
1,Eldar,m,1
1,Elia,m,1
1,Eliah,m,1
1,Eliam,m,1
1,Eliano,m,1
1,Elias-Aryan,m,1
1,Elija,m,1
1,Elion,m,1
1,Elorm,m,1
1,Elric,m,1
1,Elton,m,1
1,Emanuel,m,1
1,Emery,m,1
1,Emin,m,1
1,Emir,m,1
1,Enar,m,1
1,Enis,m,1
1,Enlil,m,1
1,Ennes,m,1
1,Enoh,m,1
1,Enrique,m,1
1,Enur,m,1
1,Erich,m,1
1,Erkan,m,1
1,Erwin,m,1
1,Ethan,m,1
1,Eyad,m,1
1,Eyass,m,1
1,Eycel,m,1
1,Eymen,m,1
1,Eyoab,m,1
1,Eytan,m,1
1,Ezdan,m,1
1,Fadi,m,1
1,Fahed,m,1
1,Faiz,m,1
1,Faniel,m,1
1,Farid,m,1
1,Farin,m,1
1,Fauaz,m,1
1,Felias,m,1
1,Fenno,m,1
1,Fietje,m,1
1,Filippos,m,1
1,Fin,m,1
1,Fineas,m,1
1,Finley,m,1
1,Finn-Luka,m,1
1,Finnlay,m,1
1,Fio,m,1
1,Fiodor,m,1
1,Floki,m,1
1,Flor,m,1
1,Floris,m,1
1,Flynn,m,1
1,Fran,m,1
1,Freddie,m,1
1,Freddy,m,1
1,Frederico,m,1
1,Fredo,m,1
1,Fridtjof,m,1
1,Fried,m,1
1,Frieder,m,1
1,Fábio,m,1
1,Gehad,m,1
1,George,m,1
1,Georgios,m,1
1,Gero,m,1
1,Ghaith,m,1
1,Ghilas,m,1
1,Gia,m,1
1,Gian,m,1
1,Gino,m,1
1,Giorgi,m,1
1,Gregory,m,1
1,Gunnar,m,1
1,Gurbaj,m,1
1,Gurtaj,m,1
1,Hades,m,1
1,Hadi,m,1
1,Haidar,m,1
1,Halif,m,1
1,Halil,m,1
1,Hanjo,m,1
1,Hannu,m,1
1,Hardy,m,1
1,Haro,m,1
1,Harris,m,1
1,Harry,m,1
1,Harvey,m,1
1,Hasan,m,1
1,Hashem,m,1
1,Hasland,m,1
1,Havrest,m,1
1,Hazar,m,1
1,Hazem,m,1
1,Heinrich,m,1
1,Hektor,m,1
1,Helge,m,1
1,Hemen,m,1
1,Henoch,m,1
1,Henri-Niclas,m,1
1,Henryk,m,1
1,Hermann,m,1
1,Hilar,m,1
1,Hoàng-Khôi,m,1
1,Hoàng,m,1
1,Hussam,m,1
1,Hussein,m,1
1,Huu,m,1
1,Huxley,m,1
1,Iacob,m,1
1,Iacov,m,1
1,Ilai,m,1
1,Ilias,m,1
1,Ilie-Emanuel,m,1
1,Ioan,m,1
1,Isaak,m,1
1,Ismail,m,1
1,Iyas,m,1
1,Iyssaf,m,1
1,Jackson,m,1
1,Jahlil,m,1
1,Jakub,m,1
1,James,m,1
1,Jannick,m,1
1,Jano,m,1
1,Jarek,m,1
1,Jarii,m,1
1,Jarik,m,1
1,Jarle,m,1
1,Jarne,m,1
1,Jaroslav,m,1
1,Jary,m,1
1,Jascha,m,1
1,Jasmin,m,1
1,Jason-Tristan,m,1
1,Jason,m,1
1,Jaspar,m,1
1,Jastin,m,1
1,Jax,m,1
1,Jayden-Lennard,m,1
1,Jaymie,m,1
1,Jelle,m,1
1,Jelte,m,1
1,Jen,m,1
1,Jeovany,m,1
1,Jeremias-Marlon,m,1
1,Jerome,m,1
1,Jesko,m,1
1,Jesper,m,1
1,Jessie,m,1
1,Jesús,m,1
1,Jian,m,1
1,Jim,m,1
1,Joab,m,1
1,Joakim,m,1
1,Joel-Luca,m,1
1,Johnny,m,1
1,Johnson,m,1
1,Jonatan,m,1
1,Jonnas,m,1
1,Jordi,m,1
1,Jorin,m,1
1,Joschka,m,1
1,Joseph,m,1
1,Josia,m,1
1,Josué,m,1
1,Jove,m,1
1,Jovo,m,1
1,Juanis,m,1
1,Juliander,m,1
1,Julius-Friedrich,m,1
1,Juljan,m,1
1,Junior,m,1
1,Junus,m,1
1,Junwoo,m,1
1,Jupp,m,1
1,Juri,m,1
1,Jussuf,m,1
1,Justin,m,1
1,János,m,1
1,Kaan,m,1
1,Kabiel,m,1
1,Kacper,m,1
1,Kadir,m,1
1,Kaio,m,1
1,Kaloyan,m,1
1,Kanius,m,1
1,Kari,m,1
1,Karlson,m,1
1,Karol,m,1
1,Kaspar,m,1
1,Kay,m,1
1,Kean,m,1
1,Keano,m,1
1,Keanu,m,1
1,Keke,m,1
1,Kemal,m,1
1,Kenan,m,1
1,Khaled,m,1
1,Khalid,m,1
1,Khắc,m,1
1,Kijan,m,1
1,Kimia,m,1
1,Kirill,m,1
1,Kobe,m,1
1,Kornelius,m,1
1,Kostja,m,1
1,Kristian,m,1
1,Krojan,m,1
1,Ladislav,m,1
1,Lando,m,1
1,Lars,m,1
1,Laurentin,m,1
1,Laurin,m,1
1,Lauritz,m,1
1,Leam,m,1
1,Leandro,m,1
1,Lear,m,1
1,Leif,m,1
1,Leiv,m,1
1,Lennart,m,1
1,Lennie,m,1
1,Leon-Valentin,m,1
1,Leonhart,m,1
1,Leonidas,m,1
1,Lev,m,1
1,Levan,m,1
1,Levie,m,1
1,Levy,m,1
1,Liam-Louis,m,1
1,Liam-Maximilian,m,1
1,Lijam,m,1
1,Lillebror,m,1
1,Lin,m,1
1,Lio-Aideen,m,1
1,Lio-Finley,m,1
1,Lior,m,1
1,Livo,m,1
1,Liyam,m,1
1,Liyan,m,1
1,Lorik,m,1
1,Lou,m,1
1,Louie,m,1
1,Louis-Etienne,m,1
1,Louka,m,1
1,Lovis,m,1
1,Luca-Maxim,m,1
1,Luca-Rafael,m,1
1,Lucian,m,1
1,Ludvig,m,1
1,Lyam,m,1
1,Lyan,m,1
1,Lyen,m,1
1,Lèo,m,1
1,Maahed,m,1
1,Mady,m,1
1,Maher,m,1
1,Mahmoud,m,1
1,Mahtino,m,1
1,Mahé-Morris,m,1
1,Maid,m,1
1,Maihan,m,1
1,Maiol,m,1
1,Majd,m,1
1,Majit,m,1
1,Maksim,m,1
1,Maksis,m,1
1,Maksym,m,1
1,Malik-Maximilian,m,1
1,Malo,m,1
1,Mansa,m,1
1,Manvik,m,1
1,Marchello,m,1
1,Marco,m,1
1,Mare,m,1
1,Marian,m,1
1,Mario-Anastasio,m,1
1,Mario,m,1
1,Marius,m,1
1,Marlow,m,1
1,Maro,m,1
1,Mason,m,1
1,Mathayus,m,1
1,Mathias,m,1
1,Mathis,m,1
1,Matiaulah,m,1
1,Matteo-Noel,m,1
1,Matteo-Patric,m,1
1,Mattheo-Daniel,m,1
1,Matthew,m,1
1,Matthis,m,1
1,Matts,m,1
1,Matvey,m,1
1,Matvii,m,1
1,Matéi-Alexander,m,1
1,Maurice,m,1
1,Max-Louis,m,1
1,Maxime,m,1
1,Maxym,m,1
1,Mayar,m,1
1,Maël,m,1
1,Mehrsam,m,1
1,Menua,m,1
1,Mercan,m,1
1,Messias,m,1
1,Mian,m,1
1,Michał,m,1
1,Michl,m,1
1,Mick,m,1
1,Miguel,m,1
1,Mihai,m,1
1,Mikaeel,m,1
1,Mike,m,1
1,Mikel,m,1
1,Mikiale,m,1
1,Miko,m,1
1,Milan-Liam,m,1
1,Milan-Patrick,m,1
1,Milo-Jaxson,m,1
1,Milo-Jay,m,1
1,Milosch,m,1
1,Milow,m,1
1,Milán,m,1
1,Minh,m,1
1,Mino,m,1
1,Miroslav,m,1
1,Miroslaw,m,1
1,Mirza,m,1
1,Mischa,m,1
1,Mitja,m,1
1,Miłosz,m,1
1,Moayad,m,1
1,Moaz,m,1
1,Mohamed-Ibrahim,m,1
1,Moise,m,1
1,Moses,m,1
1,Moussa,m,1
1,Muhammad-Hussain,m,1
1,Muhammed,m,1
1,Mujibur,m,1
1,Mulham,m,1
1,Murad,m,1
1,Nairi,m,1
1,Nateyam,m,1
1,Nathael,m,1
1,Nathanael,m,1
1,Nathaniel,m,1
1,Neeor,m,1
1,Neven,m,1
1,Nhật,m,1
1,Nicklas,m,1
1,Niclas,m,1
1,Nihat,m,1
1,Nilas,m,1
1,Nima,m,1
1,Nishan,m,1
1,Nizar,m,1
1,Noa,m,1
1,Noam,m,1
1,Noan,m,1
1,Noel,m,1
1,Noi,m,1
1,Nolan,m,1
1,Nolawi,m,1
1,Nolen,m,1
1,Nouh,m,1
1,Nouri,m,1
1,Noël,m,1
1,Nyamekye,m,1
1,Nói,m,1
1,Obada,m,1
1,Octavio,m,1
1,Olaf,m,1
1,Oleksandr,m,1
1,Omid,m,1
1,Onno,m,1
1,Orhan,m,1
1,Orlin,m,1
1,Oron,m,1
1,Ostap,m,1
1,Ove,m,1
1,Paavo,m,1
1,Paco,m,1
1,Paisios,m,1
1,Param-Jaanveer,m,1
1,Pavel,m,1
1,Phileas,m,1
1,Philias,m,1
1,Phineas,m,1
1,Pico,m,1
1,Pie,m,1
1,Piro,m,1
1,Pison,m,1
1,Pola,m,1
1,Priam,m,1
1,Quentin,m,1
1,Quinn,m,1
1,Qusay,m,1
1,Ragnar,m,1
1,Rami,m,1
1,Ranveer,m,1
1,Rasmus,m,1
1,Rassil,m,1
1,Ray,m,1
1,Rayaan,m,1
1,Raymond,m,1
1,Rejhan,m,1
1,Remi,m,1
1,Rijan,m,1
1,Riku,m,1
1,Riyan,m,1
1,Robert-Ionel,m,1
1,Roel,m,1
1,Roi,m,1
1,Rojan,m,1
1,Rolf,m,1
1,Roman,m,1
1,Roy,m,1
1,Rudy,m,1
1,Ryan-Gabriel,m,1
1,Rémy,m,1
1,Said,m,1
1,Saif,m,1
1,Salahaddin,m,1
1,Salomo,m,1
1,Samson,m,1
1,Samy,m,1
1,Sanny,m,1
1,Santiago,m,1
1,Sasa,m,1
1,Sascha,m,1
1,Sasha,m,1
1,Sava,m,1
1,Savio,m,1
1,Sayed,m,1
1,Scotty,m,1
1,Sela,m,1
1,Sepp,m,1
1,Sergio,m,1
1,Serhii,m,1
1,Shaddai,m,1
1,Shahab,m,1
1,Shahem,m,1
1,Shahzad,m,1
1,Sharmake,m,1
1,Shehab,m,1
1,Shemsedin,m,1
1,Sherco,m,1
1,Sibelius,m,1
1,Sidney-Miles,m,1
1,Silas,m,1
1,Simeon,m,1
1,Sinan,m,1
1,Sitric,m,1
1,Soma,m,1
1,Sora,m,1
1,Soufian,m,1
1,Stanisław,m,1
1,Stanley,m,1
1,Storm,m,1
1,Stuart,m,1
1,Suhaib,m,1
1,Suleiman,m,1
1,Svante,m,1
1,Sydney,m,1
1,Ta,m,1
1,Taavi-Imani,m,1
1,Tade,m,1
1,Taha,m,1
1,Taio,m,1
1,Tamme,m,1
1,Tarje,m,1
