FID,geom,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,name,shop,toilets:wheelchair,wheelchair,osm_id,osm_type,editlink,tutoriallink,building,official_name,source:addr,source:geometry,collection_times,opening_hours,operator,operator:wikidata,brand,brand:wikidata,brand:wikipedia,operator:wikipedia,source,heritage,image,check_date,building:flats,check_date:opening_hours,branch,ref,phone,contact:website,parcel_locker:type,parcel_mail_in,parcel_pickup,surveillance,website,postal_code,not:operator:wikidata,note,created_by,description,email,atm,post_office:type,alt_name,short_name,level,post_office:brand,post_office:letter,post_office:parcel_from,post_office:service_provider,post_office:stamps,ref:deutsche_post,lottery,tenant,fax,update,type,contact:email,payment:cash,payment:credit_cards,payment:debit_cards,wheelchair:description,opening_hours:covid19,indoor,disused:shop,old_name,old_phone,contact:phone,lastcheck,post_office,toys:model_railway,last_check,payment:coins,payment:maestro,payment:notes,internet_access,payment:girocard,object:city,object:country,object:housenumber,object:street,survey:date,fixme,object:postcode,ref:shop:num,refrigerated,colour,packstation_type,addr:floor,dispensing,app_operated,display_operated,label_printer,name:de,start_date,payment:postcard
OSM_MRN_amenity_post_office_4326_Point.257,POINT (8.7586132 49.6187182),,,,,,,parcel_locker,141,,,yes,2147483647,node,https://www.openstreetmap.org/node/11447564828,https://learnosm.org/de/beginner/,,,,,,,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,141,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#FFCC00,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.258,POINT (9.4273368 49.4279139),,,,,,,post_office,Hermes PaketShop,,,,2147483647,node,https://www.openstreetmap.org/node/11471361611,https://learnosm.org/de/beginner/,,,,,,,Hermes,Q1613532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.259,POINT (9.3136287 49.5211406),,,,,,,post_office,Sonjas Nähwelt,,,,2147483647,node,https://www.openstreetmap.org/node/11480991506,https://learnosm.org/de/beginner/,,,,,,,,,DHL,Q489815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.260,POINT (8.57373 49.3864711),,,,,,,post_office,POCAT,,,,2147483647,node,https://www.openstreetmap.org/node/11592650518,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.261,POINT (8.200766 49.46986),Bad Dürkheim,DE,7,67098,Bruchstraße,,post_office,Postfiliale 409,,,,2147483647,node,https://www.openstreetmap.org/node/11607435052,https://learnosm.org/de/beginner/,,,,,,Mo-Sa 08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.262,POINT (8.3604847 49.1950909),,,,,,,parcel_locker,DHL Poststation 701,,,yes,2147483647,node,https://www.openstreetmap.org/node/11626981628,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,,,survey,,,2024-02-15,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,Germersheim,,14,Germersheimer Straße,,,76726,,,,,,,,,,DHL Poststation 701,2023-12-01,
OSM_MRN_amenity_post_office_4326_Point.263,POINT (9.3931053 49.3969884),,,,,,,parcel_locker,DHL Packstation 173,,,,2147483647,node,https://www.openstreetmap.org/node/11640796617,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,173,,,,yes,,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=74740:173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.264,POINT (8.8676025 49.3211893),,,,,,,parcel_locker,DHL Packstation 101,,,,2147483647,node,https://www.openstreetmap.org/node/11655901444,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,101,,,,yes,,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=74927:101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.265,POINT (8.492398 49.4531186),,,,,,,post_office,DHL Shop,,,,2147483647,node,https://www.openstreetmap.org/node/11660170481,https://learnosm.org/de/beginner/,,,,,,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.266,POINT (9.2771993 49.4026173),,,,,,,parcel_locker,Packstation 701,,,,2147483647,node,https://www.openstreetmap.org/node/11800323275,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,,,,,yes,,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=74850:701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.267,POINT (9.2816926 49.4159862),,,,,,,parcel_locker,Packstation 126,,,,2147483647,node,https://www.openstreetmap.org/node/11817108894,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,,,,,yes,,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=74850:126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.268,POINT (8.2912873 49.1566256),,,,,,,post_office,Beck‘s Minimarkt,,,,2147483647,node,https://www.openstreetmap.org/node/11823059972,https://learnosm.org/de/beginner/,,,,,,Mo 13:00-17:00; Tu-Fr 08:30-17:00; Sa 09:00-13:00,Hermes,Q1613532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.269,POINT (8.6694672 49.2972056),,,,,,,parcel_locker,Packstation 146,,,,2147483647,node,https://www.openstreetmap.org/node/11835593689,https://learnosm.org/de/beginner/,,,,,,,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.270,POINT (8.6810988 49.3552316),,,,,,,parcel_locker,DHL Packstation,,,,2147483647,node,https://www.openstreetmap.org/node/11887144117,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,de:Packstation,de:DHL,,,,2024-05-07,,,,153,,,,yes,yes,,,,,,,,,,,Packstation,DHL,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.271,POINT (8.6806529 49.3542518),,,,,,,parcel_locker,DHL Packstation,,,,2147483647,node,https://www.openstreetmap.org/node/11887154672,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,de:Packstation,de:DHL,,,,2024-05-07,,,,131,,,,yes,yes,,,,,,,,,,,Packstation,DHL,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.272,POINT (9.0821949 49.2909951),Hüffenhardt,,1,74928,Keltergasse,,post_office,Deutsche Post Filiale,,,,2147483647,node,https://www.openstreetmap.org/node/11917461554,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 15:00-17:00, Sa 11:00-12:00",Deutsche Post,Q157645,,,,,,,,2025-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.273,POINT (8.114546 49.1950211),Landau in der Pfalz,,23,76829,Reiterstraße,,post_office,Deutsche Post Filiale 466,,,,2147483647,node,https://www.openstreetmap.org/node/11921744655,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-13:00,14:00-18:00; Sa 09:00-13:00",Deutsche Post,Q157645,,,,,,,,,,,,,,,,,,,https://deutschepost.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.274,POINT (8.416565 49.4864695),,,,,,,parcel_locker,DHL Packstation 137,,,yes,2147483647,node,https://www.openstreetmap.org/node/11977879894,https://learnosm.org/de/beginner/,,,,,,,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,137,,,,yes,yes,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=67063:137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.275,POINT (8.3990519 49.526636),,,,,,,parcel_locker,DHL Packstation,,,,2147483647,node,https://www.openstreetmap.org/node/12066831149,https://learnosm.org/de/beginner/,,,,,,,DHL,Q489815,DHL Packstation,Q1766703,de:Packstation,de:DHL,,,,,,,,188,,,,yes,yes,,,,,,,,,,,Packstation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67069,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.276,POINT (8.6033778 49.4801971),,,,,,,parcel_locker,Packstation 159,,,,2147483647,node,https://www.openstreetmap.org/node/12089623615,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,159,,,,yes,yes,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=68526:159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.277,POINT (8.1680286 49.5638557),,,,,,,parcel_locker,DHL Packstation 145,,,,2147483647,node,https://www.openstreetmap.org/node/12095313874,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,,,,,,2025-01-06,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.278,POINT (8.1594206 49.546841),,,,,,,parcel_locker,DHL Packstation 143,,,,2147483647,node,https://www.openstreetmap.org/node/12095327873,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.279,POINT (8.6603406 49.5787521),Weinheim,DE,44,69469,Nördliche Bergstraße,Sulzbach,post_office,Deutsche Post Filiale 542,,,no,2147483647,node,https://www.openstreetmap.org/node/12101038074,https://learnosm.org/de/beginner/,,,,,,"Mo-Tu,Th-Fr 09:00-13:00,14:00-18:00; We 09:00-13:00; Sa 10:00-13:00; Su off",Deutsche Post,Q157645,,,,,,,,2024-08-09,,,,,0228 4333112,,,,,,https://www.deutschepost.de/de/s/standorte.html?objectid=4089499&isFeedbackDeeplink=true&template=locationdetail,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.280,POINT (8.649344 49.6130349),Laudenbach,DE,11,69514,Danziger Straße,,post_office,Deutsche Post Filiale 549,,,,2147483647,node,https://www.openstreetmap.org/node/12102726892,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:30-12:30,14:30-18:00; Sa 09:00-13:00; Su off",Deutsche Post,Q157645,,,,,,,,2024-08-10,,,,,+49 228 4333112,,,,,,https://www.deutschepost.de/de/s/standorte.html?objectid=4139944&isFeedbackDeeplink=true&template=locationdetail,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.281,POINT (8.5788143 49.395433),,,,,,,parcel_locker,Decathlon Click&Collect,,,,2147483647,node,https://www.openstreetmap.org/node/12175058348,https://learnosm.org/de/beginner/,,,,,24/7,,Decathlon,,Decathlon,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.282,POINT (8.874706 49.2512805),,,,,,,parcel_locker,DHL Paketbox,,,,2147483647,node,https://www.openstreetmap.org/node/12253423477,https://learnosm.org/de/beginner/,,,,,,,DHL,Q489815,Paketbox,Q2046604,,,,,,2024-10-15,,,,302,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sinsheim,DE,16,Muthstraße,,,74889,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.283,POINT (8.483661 49.477312),Mannheim,,52,68165,Kleinfeldstraße,,post_office,GLS PaketShop,,,,2147483647,node,https://www.openstreetmap.org/node/12272078441,https://learnosm.org/de/beginner/,,,,,,Mo-Sa 10:00-18:30,GLS,Q366182,,,,,,,,,,,,,,,,,,,https://gls-pakete.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.284,POINT (8.7822424 49.6508069),,,,,,,post_office,Postfiliale 616,,,,2147483647,node,https://www.openstreetmap.org/node/12278196879,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 08:00-12:30,14:00-18:30; Sa 08:00-13:00",Deutsche Post AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.285,POINT (8.3568284 49.6299667),,,35,,Andreasstraße,,post_office,Post Shop Nieblungen Reinigung,,,yes,2147483647,node,https://www.openstreetmap.org/node/12361406576,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-13:00,15:00-18:00; Sa 09:00-13:00",,,,,,,,,,2024-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.286,POINT (8.7418622 49.7147083),,,,,,,post_office,Deutsche Post Filiale 607,,,,2147483647,node,https://www.openstreetmap.org/node/12401005801,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 09:00-12:00, 14:30-18:00; Sa 09:00-12:00",Postamt,,,,,,,,,,,,,,,,,,,,https://www.deutschepost.de/de/s/standorte.html?objectid=4134270&isFeedbackDeeplink=true&template=locationdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.287,POINT (9.2477407 49.3502004),,,,,,,parcel_locker,Poststation 701,,,,2147483647,node,https://www.openstreetmap.org/node/12405794194,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Poststation,Q123120984,,,,,,,,,,,,,,yes,,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=74842:701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.288,POINT (8.6659533 49.5538406),,,,,,,post_office,AS Kommunikation,,,,2147483647,node,https://www.openstreetmap.org/node/12433377559,https://learnosm.org/de/beginner/,,,,,,Mo-Sa 09:30-18:30,GLS,Q366182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.289,POINT (8.6814628 49.4046862),,,,,,,parcel_locker,Packstation 124,,,,2147483647,node,https://www.openstreetmap.org/node/12501175270,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,,,,,,,,,,124,,,,yes,yes,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=69115:124,69115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,
OSM_MRN_amenity_post_office_4326_Point.290,POINT (8.4721826 49.5971471),Lampertheim,,3,68623,Ernst-Ludwig-Straße,,post_office,Deutsche Post Filiale 570,,,no,2147483647,node,https://www.openstreetmap.org/node/12676235134,https://learnosm.org/de/beginner/,,,,,,"Mo-Di 08:30-12:00, 14:00-18:00; Mi 08:30-12:00; Do-Fr 08:30-12:00, 14:00-18:00; Sa 08:30-12:30",Deutsche Post,Q157645,,,,,local knowledge;https://www.deutschepost.de/de/s/standorte.html?objectid=4292624&isFeedbackDeeplink=true&template=locationdetail,,,,,,,,,,,,,,https://www.deutschepost.de/de/s/standorte.html?objectid=4292624&isFeedbackDeeplink=true&template=locationdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes
OSM_MRN_amenity_post_office_4326_Point.291,POINT (8.4624966 49.5956095),Lampertheim,,2,68623,Biedensandstraße,,post_office,Deutsche Post Filiale 432,,,,2147483647,node,https://www.openstreetmap.org/node/12676554575,https://learnosm.org/de/beginner/,,,,,,Mo-Sa 12:00-20:00,Deutsche Post,Q157645,,,,,,,,,,,,,,,,,,,https://www.deutschepost.de/de/s/standorte.html?objectid=4304190&isFeedbackDeeplink=true&template=locationdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.292,POINT (8.4662493 49.6004347),,,,,,,post_office,Deusche Post Filiale 545,,,,2147483647,node,https://www.openstreetmap.org/node/12676575834,https://learnosm.org/de/beginner/,,,,,,"Mo-Fr 07:30-12:30,14:30-18:00; Sa 08:00-13:00",Deutsche Post,Q157645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.293,POINT (8.4858714 49.5954818),,,,,,,parcel_locker,DHL Packstation 173,,,,2147483647,node,https://www.openstreetmap.org/node/12677549327,https://learnosm.org/de/beginner/,,,,,,,DHL,,DHL Packstation,Q1766703,,,,,,,,,,173,,,,yes,,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=68623:173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.294,POINT (8.4839276 49.5974018),,,,,,,parcel_locker,DHL Packstation 175,,,,2147483647,node,https://www.openstreetmap.org/node/12677549328,https://learnosm.org/de/beginner/,,,,,,,,,DHL Packstation,Q1766703,,,,,,,,,,175,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.295,POINT (8.4818857 49.5969377),,,,,,,post_office,DHL Paketshop 446,,,,2147483647,node,https://www.openstreetmap.org/node/12677549329,https://learnosm.org/de/beginner/,,,,,,,,,DHL,Q489815,,,,,,,,,,,,,,,,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=Paketshop&address=68623:446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.296,POINT (9.427138 49.4281367),,,,,,,parcel_locker,Packstation 101,,,,2147483647,node,https://www.openstreetmap.org/node/12754721213,https://learnosm.org/de/beginner/,,,,,,24/7,,,DHL Packstation,Q1766703,,,,,,,,,,101,,,,yes,,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=74706:101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,
OSM_MRN_amenity_post_office_4326_Point.297,POINT (9.0980675 49.3516951),,,,,,,parcel_locker,DHL Packstation 205,,,,2147483647,node,https://www.openstreetmap.org/node/12784397745,https://learnosm.org/de/beginner/,,,,,,24/7,,,DHL Packstation,Q1766703,,,,,,,,,,205,,,,yes,,,https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=74847:205https://www.dhl.de/de/privatkunden/dhl-standorte-finden.html?locationType=packstationen&address=74847:205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,
OSM_MRN_amenity_post_office_4326_Point.298,POINT (8.6433695 49.6122163),,,,,,,parcel_locker,DHL Packstation,,,,2147483647,node,https://www.openstreetmap.org/node/12814403834,https://learnosm.org/de/beginner/,,,,,,,DHL,,DHL Packstation,Q1766703,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.299,POINT (8.6624006 49.4998635),,,,,,,post_office,SpielzeugService24,,,,2147483647,node,https://www.openstreetmap.org/node/12925546992,https://learnosm.org/de/beginner/,,,,,,Mo-Fr 09:00-17:00,,,DHL,Q489815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.300,POINT (8.6862159 49.351699),,,,,,,parcel_locker,DHL Packstation,,,,2147483647,node,https://www.openstreetmap.org/node/12926573656,https://learnosm.org/de/beginner/,,,,,,24/7,DHL,Q489815,DHL Packstation,Q1766703,de:Packstation,de:DHL,,,,2025-06-20,,,,156,,,,yes,yes,,,,,,,,,,,Packstation,DHL,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_post_office_4326_Point.301,POINT (8.5359558 49.4742971),,,,69509,,,parcel_locker,DHL Packstation 188,,,yes,2147483647,node,https://www.openstreetmap.org/node/12945742299,https://learnosm.org/de/beginner/,,,,,,24/7,,,DHL Packstation,Q1766703,,,,,,,,,,188,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
