Geografische Koordinaten;ID;Spielgerätename;Spielgeräteart;Stadtbezirk Nr.;Stadtbezirk;Statistischer Bezirk Nr.;Statistischer Bezirk;Unterbezirk Nr.;Unterbezirk;Sozialraum Nr.;Sozialraum;Aktionsraum Nr;Aktionsraum
51.4994024576, 7.3296464396;2643;Balancierplatte;Balanciergeräte;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.49972854, 7.3296733657;2645;Holzwippe;Wippen;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.5721614294, 7.3828343675;2649;Reckstangen;Reckstangen;9;Mengede;920;Mengede;923;Mengede-Mitte;122;Mengede/Oestrich/Schwieringhausen;;
51.5076961661, 7.384604889;2655;Reckstangen;Reckstangen;7;Lütgendortmund;740;Marten;742;Marten;102;Marten;102;Marten
51.5076089376, 7.3851705351;2657;Balltrichter;Ballsportanlagen;7;Lütgendortmund;740;Marten;742;Marten;102;Marten;102;Marten
51.5077462075, 7.3846740205;2658;Sitzgelegenheiten;Sitzgelegenheiten;7;Lütgendortmund;740;Marten;742;Marten;102;Marten;102;Marten
51.4904226594, 7.4281496185;2665;Klettergerät mit Rutsche;Klettergeräte;6;Hombruch;640;Eichlinghofen;642;Universität;091;Barop/Brünninghausen/Hombruch;;
51.466589299, 7.491220342;2676;Tischtennisplatte 1;Tischtennisplatten;5;Hörde;560;Wellinghofen;562;Durchstraße;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.466552788, 7.4912699784;2679;große Balancieranlage;Balanciergeräte;5;Hörde;560;Wellinghofen;562;Durchstraße;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4664000239, 7.4914016386;2680;Spielhaus;Spielhäuser;5;Hörde;560;Wellinghofen;562;Durchstraße;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4659922402, 7.4915796343;2688;3er Balancierbalken;Balanciergeräte;5;Hörde;560;Wellinghofen;562;Durchstraße;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4657384847, 7.4909771034;2690;Bolzplatztor 4;Bolzplatztore;5;Hörde;560;Wellinghofen;562;Durchstraße;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4661476376, 7.4913558748;2695;Hängematte;Seilspielgeräte (z.B. BSF);5;Hörde;560;Wellinghofen;562;Durchstraße;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4768111069, 7.4410195101;2698;Kletterwürfel;Klettergeräte;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;
51.4764289124, 7.4410524864;2701;3er Reckstangen;Reckstangen;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;
51.5715870184, 7.3836740631;2704;Sitzgelegenheiten;Sitzgelegenheiten;9;Mengede;920;Mengede;923;Mengede-Mitte;122;Mengede/Oestrich/Schwieringhausen;;
51.5023507554, 7.3372987988;2708;Basketballkorb;Ballsportanlagen;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.5339923282, 7.4072955376;2710;3er Reck;Reckstangen;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.5335877108, 7.405068045;2712;Tischtennisplatten;Tischtennisplatten;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.5337511921, 7.4055459639;2713;Tischtennisplatten;Tischtennisplatten;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.5336784782, 7.4056454633;2714;Rundspielplatte;Tischtennisplatten;8;Huckarde;820;Huckarde;821;Mailoh;111;Deusen/Huckarde;;
51.5282697035, 7.6100211524;2723;3er-Reck;Reckstangen;3;Brackel;340;Wickede;344;Flughafen;064;Wickede;;
51.5282306382, 7.6100923254;2725;Kletterwand;Kletterwände / Boulderwände;3;Brackel;340;Wickede;344;Flughafen;064;Wickede;;
51.5716974003, 7.5228791698;2726;"Vierer-Wippe ""Pony""";Wippen;2;Scharnhorst;210;Derne;212;Derne;051;Derne/Hostedde/Kirchderne/Grevel;;
51.4928247462, 7.499589651;2727;Bolzplatztor 1;Bolzplatztore;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.4928283683, 7.4999247203;2729;Streetballkorb 2;Ballsportanlagen;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.4928662249, 7.4993693552;2730;Kletterwand / Boulderwand;Kletterwände / Boulderwände;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.4733009458, 7.507327699;2731;Sprungmatte klein;Sprunggeräte;5;Hörde;510;Benninghofen;512;Loh;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.474591658, 7.4054090674;2732;Basketballkorb;Ballsportanlagen;6;Hombruch;640;Eichlinghofen;641;Eichlinghofen;092;Menglinghausen;;
51.4929362094, 7.4995111028;2733;Streetballkorb 1;Ballsportanlagen;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.492953698, 7.4998668952;2735;Bolzplatztor 2;Bolzplatztore;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.4934492134, 7.5065226016;2738;Drehkreisel 2;Drehteller (Conlastic Schale u. ä. );5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde
51.4933177752, 7.5066586292;2744;Drehkreisel 1;Drehteller (Conlastic Schale u. ä. );5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde
51.4735027845, 7.4509074586;2745;Reckstangen;Reckstangen;6;Hombruch;630;Brünninghausen;632;Renninghausen;091;Barop/Brünninghausen/Hombruch;;
51.474845028, 7.4510963611;2752;Tischtennisplatte;Tischtennisplatten;6;Hombruch;630;Brünninghausen;632;Renninghausen;091;Barop/Brünninghausen/Hombruch;;
51.4748056629, 7.451595571;2755;Balanciergerät;Balanciergeräte;6;Hombruch;630;Brünninghausen;632;Renninghausen;091;Barop/Brünninghausen/Hombruch;;
51.4750277983, 7.4517884129;2756;Streetballkorb;Ballsportanlagen;6;Hombruch;630;Brünninghausen;632;Renninghausen;091;Barop/Brünninghausen/Hombruch;;
51.4754114562, 7.4524813003;2757;Tischtennisplatte;Tischtennisplatten;6;Hombruch;630;Brünninghausen;632;Renninghausen;091;Barop/Brünninghausen/Hombruch;;
51.4776774861, 7.4964602292;2761;Tischtennisplatte 1;Tischtennisplatten;5;Hörde;530;Hörde;534;Brücherhof;082;Hörde;082;Hörde
51.4777147629, 7.4964937752;2762;Tischtennisplatte 2;Tischtennisplatten;5;Hörde;530;Hörde;534;Brücherhof;082;Hörde;082;Hörde
51.4733836822, 7.4511905359;2765;Torwand Ost;Ballsportanlagen;6;Hombruch;630;Brünninghausen;632;Renninghausen;091;Barop/Brünninghausen/Hombruch;;
51.4787840751, 7.4081696887;2769;Bolzplatztor 2;Bolzplatztore;6;Hombruch;640;Eichlinghofen;641;Eichlinghofen;092;Menglinghausen;;
51.4932085939, 7.5070754647;2772;Tischtennisplatte 2;Tischtennisplatten;5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde
51.4795972398, 7.4369768358;2785;Hängematte;Hängebrücken;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;
51.47726865, 7.4726949419;2787;Picknicktisch 2;Sitzgelegenheiten;5;Hörde;520;Hacheney;521;Schulzentrum Hacheney;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4771435114, 7.4725593464;2789;Picknicktisch 1;Sitzgelegenheiten;5;Hörde;520;Hacheney;521;Schulzentrum Hacheney;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.47342528, 7.450700232;2790;Klettergerät mit Rutsche;Klettergeräte;6;Hombruch;630;Brünninghausen;632;Renninghausen;091;Barop/Brünninghausen/Hombruch;;
51.4603655917, 7.4680455303;2801;Tischtennisplatte;Tischtennisplatten;6;Hombruch;680;Rombergpark-Lücklemberg;682;Lücklemberg;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.4737517978, 7.4512811014;2810;Sitzgruppe mit Spieltisch;Sitzgelegenheiten;6;Hombruch;630;Brünninghausen;632;Renninghausen;091;Barop/Brünninghausen/Hombruch;;
51.4513041803, 7.4559469316;2811;Kletterwürfel;Klettergeräte;6;Hombruch;670;Kirchhörde-Löttringhausen;675;Kirchhörde-West;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.4514249508, 7.4558498513;2814;Tischtennisplatte 1;Tischtennisplatten;6;Hombruch;670;Kirchhörde-Löttringhausen;675;Kirchhörde-West;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.5521048323, 7.3706867555;2819;Schaukeln / Nestschaukeln;Schaukeln / Nestschaukeln;9;Mengede;910;Bodelschwingh;910;Bodelschwingh;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.4948553985, 7.5691285621;2823;Sandspiel mit 2x Sandaufzüge;Sandspielgeräte;4;Aplerbeck;410;Aplerbeck;414;Vieselerhofstraße;071;Aplerbeck;;
51.5528560134, 7.4529836014;2826;Tischtennisplatten;Tischtennisplatten;1;Eving;140;Lindenhorst;140;Lindenhorst;042;Lindenhorst/Eving II;042;Lindenhorst/Eving II
51.5092149767, 7.3796982281;2829;Tischtennisplatte;Tischtennisplatten;7;Lütgendortmund;740;Marten;742;Marten;102;Marten;102;Marten
51.4803883012, 7.4294120229;2835;Tischtennisplatten;Tischtennisplatten;6;Hombruch;610;Barop;614;Baroper Markt;091;Barop/Brünninghausen/Hombruch;;
51.4804347954, 7.4294815249;2836;Wippetier;Wippen;6;Hombruch;610;Barop;614;Baroper Markt;091;Barop/Brünninghausen/Hombruch;;
51.5285887538, 7.380631921;2842;Balanciergeräte;Balanciergeräte;8;Huckarde;830;Jungferntal-Rahm;831;Jungferntal;112;Rahm/Kirchlinde;;
51.5285616846, 7.3804145176;2843;Balanciergeräte;Balanciergeräte;8;Huckarde;830;Jungferntal-Rahm;831;Jungferntal;112;Rahm/Kirchlinde;;
51.5740187889, 7.4563477096;2844;Duplex Rückentrainer;Fitness- / Sportgeräte;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;
51.575208934, 7.4571284759;2845;Rückenmassagegerät;Fitness- / Sportgeräte;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;
51.5749381971, 7.4569907669;2846;Armrotation;Fitness- / Sportgeräte;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;
51.573675651, 7.456174537;2847;Beintrainer;Fitness- / Sportgeräte;1;Eving;110;Brechten;112;Brechten-Süd;041;Brechten/Holthausen;;
51.5261439638, 7.4652218393;2851;Sprachrohr 2;Akustikspiele;20;Innenstadt-Nord;050;Nordmarkt;054;Nordmarkt-Ost;022;Nordmarkt;022;Nordmarkt
51.530260214, 7.4609626229;2852;Tischtennisplatte;Tischtennisplatten;20;Innenstadt-Nord;050;Nordmarkt;053;Nordmarkt-West;022;Nordmarkt;022;Nordmarkt
51.5257995179, 7.4657934935;2853;Wippe Gras;Wippen;20;Innenstadt-Nord;050;Nordmarkt;054;Nordmarkt-Ost;022;Nordmarkt;022;Nordmarkt
51.5564242288, 7.5933374207;2855;Kletterwand EGS;Kletterwände / Boulderwände;2;Scharnhorst;240;Kurl-Husen;244;Husen-Süd;052;Husen/Kurl/Lanstrop;;
51.5562538263, 7.5936406058;2858;Rutschenturm EGS;Rutschen;2;Scharnhorst;240;Kurl-Husen;244;Husen-Süd;052;Husen/Kurl/Lanstrop;;
51.5562415931, 7.5935445686;2859;Basketballkorb EGS;Ballsportanlagen;2;Scharnhorst;240;Kurl-Husen;244;Husen-Süd;052;Husen/Kurl/Lanstrop;;
51.4961924027, 7.5141913463;2860;Wippgerät Schildkröte;Wippen;5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde
51.5544633863, 7.4670356387;2861;Tischtennisplatte;Tischtennisplatten;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5539603165, 7.4670302261;2866;Balanciergerät;Balanciergeräte;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5543534815, 7.4669970314;2867;Tischtennisplatte;Tischtennisplatten;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5544711561, 7.466820616;2868;Balancierbrücke;Balanciergeräte;1;Eving;120;Eving;122;Eving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5517683145, 7.4777766152;2873;Balltrichter;Ballsportanlagen;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5517492266, 7.4766161857;2874;TT Platte 1;Tischtennisplatten;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5586402736, 7.4924920044;2875;Tisch mit Spielfeldern;Sitzgelegenheiten;1;Eving;120;Eving;124;Kemminghausen;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5589159605, 7.4928635145;2876;Doppelschaukel;Schaukeln / Nestschaukeln;1;Eving;120;Eving;124;Kemminghausen;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5522298158, 7.4774506725;2878;Ballsportanlage;Ballsportanlagen;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5518860367, 7.4764863589;2879;TT Platte 2;Tischtennisplatten;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5292816122, 7.4151601054;2880;Balancierbalken;Balanciergeräte;8;Huckarde;820;Huckarde;824;Huckarde;111;Deusen/Huckarde;;
51.5290181185, 7.415206465;2882;3er Reck;Reckstangen;8;Huckarde;820;Huckarde;824;Huckarde;111;Deusen/Huckarde;;
51.5096943298, 7.4435844945;2885;Tischtennisplatte;Tischtennisplatten;10;Innenstadt-West;020;Dorstfelder Brücke;022;Dorstfelder Brücke;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.5014103977, 7.4054547623;2887;Tischtennisplatten;Tischtennisplatten;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.500639405, 7.4064332356;2893;Trampolin;Fitness- / Sportgeräte;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.5018110407, 7.4052411486;2894;2er Basketballkorb;Ballsportanlagen;10;Innenstadt-West;030;Dorstfeld;033;Oberdorstfeld;014;Dorstfeld;014;Dorstfeld
51.5089827117, 7.4213201735;2897;Klettergerät mit Rutsche;Klettergeräte;10;Innenstadt-West;030;Dorstfeld;032;Dorstfeld;014;Dorstfeld;014;Dorstfeld
51.5090932995, 7.4213199792;2905;Wackeltische;Balanciergeräte;10;Innenstadt-West;030;Dorstfeld;032;Dorstfeld;014;Dorstfeld;014;Dorstfeld
51.5140170439, 7.4229558131;2906;Basketballkorb;Ballsportanlagen;10;Innenstadt-West;030;Dorstfeld;031;Hallerey;014;Dorstfeld;014;Dorstfeld
51.5592573366, 7.3927680289;2909;Bolzplatztore 1;Bolzplatztore;9;Mengede;930;Nette;930;Nette;123;Nette;123;Nette
51.5592407025, 7.3926008459;2911;Sitzgelegenheiten;Sitzgelegenheiten;9;Mengede;930;Nette;930;Nette;123;Nette;123;Nette
51.5592760829, 7.3925992478;2913;Sitzgelegenheiten;Sitzgelegenheiten;9;Mengede;930;Nette;930;Nette;123;Nette;123;Nette
51.5328948791, 7.3943941043;2918;Tischtennisplatte;Tischtennisplatten;8;Huckarde;820;Huckarde;822;Erpinghofsiedlung;111;Deusen/Huckarde;;
51.502247509, 7.4440273902;2922;Sitzgelegenheit mit Sonnenschutz;Sitzgelegenheiten;10;Innenstadt-West;010;Westfalenhalle;013;Tremonia;012;Westfalenhalle;;
51.5022592908, 7.4438510339;2923;Tischtennisplatte;Tischtennisplatten;10;Innenstadt-West;010;Westfalenhalle;013;Tremonia;012;Westfalenhalle;;
51.5125531302, 7.4805984621;2928;"Federwippe ""Vogel""";Reckstangen;30;Innenstadt-Ost;070;Kaiserbrunnen;071;Kaiserbrunnen;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.4768813245, 7.4433293767;2929;Hangrutsche mit Kletterpodest;Rutschen;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;
51.4769239227, 7.4435191577;2930;Rutschenturm mit Einzelschaukel;Klettergeräte;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;
51.4769227827, 7.4435991121;2934;Sandspielhaus;Spielhäuser;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;
51.5095712381, 7.3796627722;2941;Schaukeln / Nestschaukeln;Schaukeln / Nestschaukeln;7;Lütgendortmund;740;Marten;742;Marten;102;Marten;102;Marten
51.4767327744, 7.4410283301;2944;Tischtennisplatte;Tischtennisplatten;6;Hombruch;650;Hombruch;651;Hombruch;091;Barop/Brünninghausen/Hombruch;;
51.5445538574, 7.4807623866;2947;Drehkreisel;Drehteller (Conlastic Schale u. ä. );1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5444710078, 7.4805058243;2949;Drehkreisel Nestform;Drehteller (Conlastic Schale u. ä. );1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.544853631, 7.4790940176;2952;Drehteller;Drehteller (Conlastic Schale u. ä. );1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5446396806, 7.4789981412;2955;Bolzplatz;Ballsportanlagen;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.4864692374, 7.4927513595;2956;Streetballkorb 2;Ballsportanlagen;5;Hörde;530;Hörde;533;Phönix-West;082;Hörde;082;Hörde
51.4868668262, 7.4924992095;2960;Tischtennisplatte 2;Tischtennisplatten;5;Hörde;530;Hörde;533;Phönix-West;082;Hörde;082;Hörde
51.460163707, 7.4681614709;2967;Hangrutsche mit Kletterseil;Rutschen;6;Hombruch;680;Rombergpark-Lücklemberg;682;Lücklemberg;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.4586889149, 7.4390254935;2968;Bolzplatztor 2;Bolzplatztore;6;Hombruch;670;Kirchhörde-Löttringhausen;672;Kirchhörde-Nord;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.4581631517, 7.4397297473;2969;Balltrichter;Ballsportanlagen;6;Hombruch;670;Kirchhörde-Löttringhausen;672;Kirchhörde-Nord;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.4590355414, 7.4396398636;2970;Bolzplatztor 1;Bolzplatztore;6;Hombruch;670;Kirchhörde-Löttringhausen;672;Kirchhörde-Nord;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.4579329728, 7.4402530201;2973;Balanciergerät;Balanciergeräte;6;Hombruch;670;Kirchhörde-Löttringhausen;672;Kirchhörde-Nord;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.458493705, 7.4393705027;2974;Balkenwippe;Wippen;6;Hombruch;670;Kirchhörde-Löttringhausen;672;Kirchhörde-Nord;093;Kirchhörde/Löttringhausen/Lücklemberg;;
51.5220543631, 7.4594420785;2977;Wippe Skateboard;Wippen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5227112303, 7.4601508794;2980;Bolzplatztor 1;Bolzplatztore;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5227325441, 7.4596564796;2981;Wippe Kringel;Wippen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5325246704, 7.3946595205;2987;Balancierbalken;Balanciergeräte;8;Huckarde;820;Huckarde;822;Erpinghofsiedlung;111;Deusen/Huckarde;;
51.4805090336, 7.4919078901;2988;Sitzgelegenheiten (mit Rücken und ohne) mit Tisch, zum SG ausgerichtet;Sitzgelegenheiten;5;Hörde;530;Hörde;534;Brücherhof;082;Hörde;082;Hörde
51.4806315343, 7.4923029774;2992;Tischtennisplatten;Tischtennisplatten;5;Hörde;530;Hörde;534;Brücherhof;082;Hörde;082;Hörde
51.5666771032, 7.3782789831;2996;Bank;Sitzgelegenheiten;9;Mengede;940;Oestrich;940;Oestrich;122;Mengede/Oestrich/Schwieringhausen;;
51.5666672404, 7.3780923465;2998;Bank;Sitzgelegenheiten;9;Mengede;940;Oestrich;940;Oestrich;122;Mengede/Oestrich/Schwieringhausen;;
51.5665852967, 7.3778097737;3000;Beachvolleyballfeld;Ballsportanlagen;9;Mengede;940;Oestrich;940;Oestrich;122;Mengede/Oestrich/Schwieringhausen;;
51.5473333605, 7.3797996415;3011;Balanciergeräte;Balanciergeräte;9;Mengede;960;Westerfilde;960;Westerfilde;121;Bodelschwingh/Westerfilde;121;Bodelschwingh/Westerfilde
51.4800491189, 7.5075480513;3013;Kriechtunnel;Naturnahe Elemente /(Kriechtunnel Weidenhäuschen);5;Hörde;510;Benninghofen;511;Benninghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4801062324, 7.5077443169;3014;Spielhäuschen mit Sandaufzug;Spielhäuser;5;Hörde;510;Benninghofen;511;Benninghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.5191126439, 7.5268499911;3016;Kletterkombi (Teil 2) mit Fliegender Teppich;Balanciergeräte;3;Brackel;330;Wambel;332;Breierspfad;063;Wambel;;
51.5259507327, 7.4492919325;3038;Einfachschaukel;Schaukeln / Nestschaukeln;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5180933739, 7.3693304262;3047;Bolzplatztore;Bolzplatztore;8;Huckarde;840;Kirchlinde;843;Hangeney;112;Rahm/Kirchlinde;;
51.5102101562, 7.4660946119;3049;Wippetier Pferd;Wippen;10;Innenstadt-West;000;City;001;City-Ost;011;City;;
51.5326216888, 7.4507552404;3053;Bolzplatztor 1;Bolzplatztore;20;Innenstadt-Nord;040;Hafen;041;Hafen;021;Hafen;021;Hafen
51.5235008049, 7.4597752459;3054;Wippe Dino;Wippen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5231723412, 7.4599383607;3057;Wippen Motorrad;Wippen;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5230725562, 7.4593261567;3058;Tischtennisplatte;Tischtennisplatten;20;Innenstadt-Nord;050;Nordmarkt;051;Nordmarkt-Süd;022;Nordmarkt;022;Nordmarkt
51.5467903337, 7.5251405744;3061;Doppelschaukel;Schaukeln / Nestschaukeln;2;Scharnhorst;260;Alt-Scharnhorst;262;Alt-Scharnhorst;053;Alt-Scharnhorst;;
51.4919421982, 7.5546478498;3066;Spielhaus mit Sandaufzug;Sandspielgeräte;4;Aplerbeck;410;Aplerbeck;413;Aplerbecker Markt;071;Aplerbeck;;
51.4858006114, 7.5133051766;3068;Balancierbalken 1;Balanciergeräte;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.4857794159, 7.5134024667;3069;Bolzplatztor 1;Bolzplatztore;5;Hörde;530;Hörde;532;Hörde;082;Hörde;082;Hörde
51.5213685108, 7.3759942664;3075;Klettergerät m. Rutsche;Klettergeräte;8;Huckarde;840;Kirchlinde;843;Hangeney;112;Rahm/Kirchlinde;;
51.5213305884, 7.3758722381;3076;Sandspielschiff;Sandspielgeräte;8;Huckarde;840;Kirchlinde;843;Hangeney;112;Rahm/Kirchlinde;;
51.4800957825, 7.5075677656;3083;Rutschen;Rutschen;5;Hörde;510;Benninghofen;511;Benninghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.4959474819, 7.5147372496;3088;Basketballkorb;Ballsportanlagen;5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde
51.4960016406, 7.5149351416;3089;Tischtennisplatte;Tischtennisplatten;5;Hörde;530;Hörde;531;Remberg;082;Hörde;082;Hörde
51.5325817776, 7.5538539408;3092;Tischtennisplatte;Tischtennisplatten;3;Brackel;320;Brackel;321;Brackeler Feld;062;Brackel;;
51.5372607722, 7.6047461326;3095;"Federwippe ""Schildkröte""";Wippen;3;Brackel;340;Wickede;341;Wickeder Feld;064;Wickede;;
51.5567388872, 7.4763036694;3097;Klettergerät Schiff mit Rutsche;Klettergeräte;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.5567520113, 7.4757825584;3100;Klettergerät m. Rutsche;Klettergeräte;1;Eving;120;Eving;123;Obereving;043;Eving I/Kemminghausen;043;Eving I/Kemminghausen
51.4998235749, 7.3293017735;3103;Kletter-Rutschturm;Klettergeräte;7;Lütgendortmund;730;Lütgendortmund;733;Lütgendortmund-Mitte;101;Lütgendortmund;;
51.5026252631, 7.4662730817;3109;Hangrutsche;Rutschen;30;Innenstadt-Ost;090;Ruhrallee;091;Ruhrallee West;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5025661148, 7.4665655079;3110;"Niedrigseilgarten mit Hangelseil, Halteschlaufen u. Kletternetz ""Haiger""";Niedrigseilgärten;30;Innenstadt-Ost;090;Ruhrallee;091;Ruhrallee West;032;Südl. Gartenstadt/Ruhrallee/Westfalendamm;;
51.5054048718, 7.4992456722;3114;Hüpfplatte 2;Balanciergeräte;30;Innenstadt-Ost;080;Westfalendamm;082;Gartenstadt-Nord;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.5053862146, 7.4992375402;3115;Hüpfplatte 1;Balanciergeräte;30;Innenstadt-Ost;080;Westfalendamm;082;Gartenstadt-Nord;031;Kaiserbrunnen/Körne/nördl. Gartenstadt;;
51.532446007, 7.5436984203;3121;Doppelschaukel;Schaukeln / Nestschaukeln;3;Brackel;320;Brackel;322;Westheck;062;Brackel;;
51.5503590239, 7.5380287714;3130;Basketballkorb 1;Ballsportanlagen;2;Scharnhorst;260;Alt-Scharnhorst;261;Msa-Siedlung;053;Alt-Scharnhorst;;
51.5632060067, 7.5492107516;3133;Spielhaus mit Sandaufzug u. Rutsche;Sandspielgeräte;2;Scharnhorst;220;Hostedde;221;Grevel;051;Derne/Hostedde/Kirchderne/Grevel;;
51.5092901569, 7.4435494891;3134;Kletterwürfel;Klettergeräte;10;Innenstadt-West;020;Dorstfelder Brücke;022;Dorstfelder Brücke;013;Dorstfelder Brücke;013;Dorstfelder Brücke
51.4864287709, 7.4394638223;3140;Doppelschaukel;Schaukeln / Nestschaukeln;6;Hombruch;610;Barop;613;Krückenweg;091;Barop/Brünninghausen/Hombruch;;
51.5273193938, 7.4581001208;3177;Tischtennisplatte;Tischtennisplatten;20;Innenstadt-Nord;050;Nordmarkt;053;Nordmarkt-West;022;Nordmarkt;022;Nordmarkt
51.4684893831, 7.4835913208;3180;Kletterhaus mit kleiner Rutsche;Spielhäuser;5;Hörde;560;Wellinghofen;561;Wellinghofen;081;Benninghofen/Hacheney/Wellinghofen/Wichlinghofen;;
51.5095614304, 7.4727365215;3182;Wippen;Wippen;10;Innenstadt-West;000;City;004;Cityring-Ost;011;City;;
