latitude,longitude,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,gemeindeteil_name,gemeindeteil_schluessel,strasse_name,strasse_schluessel,hausnummer,hausnummer_zusatz,postleitzahl,art,bezeichnung,traeger_bezeichnung,traeger_art,konzept,plaetze,barrierefrei,betreuungszeiten,telefon_festnetz,telefon_mobil,email,website
54.074811106251,12.1284490205122,f6487264-929b-4230-9c39-37f9162ad111,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Erich-Schlesinger-Str.,"02030",37,b,"18059",Kinderkrippe,Zauberflöte,Institut Lernen und Leben e.V.,gewerblich-privat,,36,,Mo-Fr 06:00-18:00,+49 381 44039823,,kitadiezauberfloete@ill-ev.de,
54.101861275578,12.1764366051423,26ac11c7-f3f1-4547-8e7f-67c9cd4a1aaa,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-Neu,"0021",Berringerstr.,"04130",33,,"18146",Kinderkrippe,Steppkeland,Deutsches Rotes Kreuz Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,48,,Mo-Fr 06:00-18:00,+49 381 242796490,,steppkeland@drk-rostock.de,
54.1339191487009,12.0550832705363,bda52fdb-8dae-4f7b-9ebd-af978a172957,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Helsinkier Str.,"03480",40,,"18107",Kinderkrippe,Sonnenkinderhaus,Diakonie Rostocker Stadtmission e.V.,kirchlich,,44,,Mo-Fr 06:00-17:00,+49 381 714233,,sonnenkinderhaus@rostocker-stadtmission.de,
54.0796725884756,12.1009659819647,cf41d867-18aa-49d8-89ad-49642c85aff8,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hansaviertel,"0014",Thierfelderstr.,"08920",2,,"18059",Kinderkrippe,Montessori,Montessori-Kinderhaus e.V.,gewerblich-privat,,22,,Mo-Fr 06:00-17:00,+49 381 2016161,,montessori-kinderhaus-ev@gmx.de,
54.0701754687445,12.1199621483453,7e97980c-ae59-46de-a68a-f4ebf8714013,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Erich-Weinert-Str.,"02170",40,,"18059",Kindergarten,Kindergarten der Werkstattschule,Kindergarten der Werkstattschule Schritt für Schritt GmbH,kommerziell,,95,,Mo-Fr 06:30-18:00,+49 381 453774230,,pwisotzky@kiga-wir.de,
54.0815483657922,12.1635229548344,729e11c2-d1e9-4133-aff6-a22d77a6254d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Tessiner Str.,"08820",17,,"18055",Kindergarten,Wiedenhoff,Institut Lernen und Leben e.V.,gewerblich-privat,,42,,Mo-Fr 06:00-18:00,+49 381 77883977,,kitawiedenhoff@ill-ev.de,
54.090770116304,12.1238100696352,dbe50a32-2d06-47e2-8437-9739d5d0f78f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Patriotischer Weg,"07520",120,,"18057",Hort,Universitas,PRIVATSCHULE UNIVERSITAS gGmbH,kommerziell,,64,,Mo-Fr 07:00-18:00,+49 381 453774330,,mail@universitas-rostock.de,
54.090737774782,12.0860987389268,2be421b5-fb67-4fb4-94db-2743257338dd,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Humperdinckstr.,"03760",12,,"18069",Kinderkrippe,Humperdinckstraße,Gesellschaft für Gesundheit und Pädagogik mbH,kommerziell,,70,,Mo-So 00:00-00:00,+49 381 82603,,sandra.demirci@ggp-gruppe.de,
54.0796725884756,12.1009659819647,50593bac-2d1e-4347-bf01-e816228aa1b9,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hansaviertel,"0014",Thierfelderstr.,"08920",2,,"18059",Kindergarten,Montessori,Montessori-Kinderhaus e.V.,gewerblich-privat,,42,,Mo-Fr 06:00-17:00,+49 381 2016161,,montessori-kinderhaus-ev@gmx.de,
54.0665176611278,12.1144241420692,1474ec19-49c4-4039-951b-70853db5721e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Ernst-Haeckel-Str.,"02210",1,,"18059",Kinderkrippe,Krabbelgruppe,Ökohaus e.V.,gewerblich-privat,,12,,Mo-Fr 07:00-17:00,+49 381 442390,,krabbelgruppe@oekohaus-rostock.de,
54.1458780753166,12.0784269859913,96f1e402-7171-438f-9ceb-b5c978d8ddb2,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Segelmacherweg,"08530",25,,"18109",Kinderkrippe,Kinderhaus am Warnowpark,AWO-Sozialdienst Rostock gGmbH,freie Wohlfahrtspflege,,60,,Mo-Fr 06:00-18:00,+49 381 1200102,,kitagrossklein@awo-rostock.de,
54.1129945044333,12.1399337354217,82698f07-08d2-4534-8531-e3e8977b8b29,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Toitenwinkel,"0024",Pablo-Picasso-Str.,"07450",36,,"18147",Kinderkrippe,Seestern,Arbeiter-Samariter-Bund Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,80,,Mo-Fr 06:00-20:30,+49 381 6865049,,kita.seestern@asb-rostock.de,
54.0815483657922,12.1635229548344,ce26b271-e732-4fec-a819-02f52735cae9,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Tessiner Str.,"08820",17,,"18055",Kinderkrippe,Wiedenhoff,Institut Lernen und Leben e.V.,gewerblich-privat,,24,,Mo-Fr 06:00-18:00,+49 381 77883977,,kitawiedenhoff@ill-ev.de,
54.104619540048,12.0740177027275,e0bda495-07a1-4709-84ad-d1ac80c3593d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Krischanweg,"06260",6,,"18069",Kindergarten,St. Andreas,Diakonie Rostocker Stadtmission e.V.,kirchlich,,70,,Mo-Fr 07:00-17:00,+49 381 4901383,,st.andreas@rostocker-stadtmission.de,
54.1247917560212,12.0521546404822,47e4be10-76b3-4596-bdb3-8f53ba016fc3,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",Thomas-Morus-Str.,"01460",4,,"18106",Kindergarten,St. Thomas Morus,Katholische Pfarrei Herz Jesu Rostock,kirchlich,,40,,Mo-Fr 06:30-17:30,+49 381 7954575,,thomasmorus-kita@web.de,
54.078476183342,12.1142690073767,3816b57f-5a00-4c39-b957-06c422762102,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Albert-Einstein-Str.,"00160",31,,"18059",Kindergarten,Waldorfkindergarten,Initiative zur Förderung der Waldorfpädagogik Rostock e.V.,gewerblich-privat,,60,,Mo-Fr 07:00-17:00,+49 381 4000945,,kindergarten@waldorfschule-rostock.de,
54.101861275578,12.1764366051423,41bedddb-a9e1-44cf-b5cb-a17c067af8f7,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-Neu,"0021",Berringerstr.,"04130",33,,"18146",Hort,Steppkeland,Deutsches Rotes Kreuz Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,88,,Mo-Fr 06:00-18:00,+49 381 242796490,,steppkeland@drk-rostock.de,
54.09143628368,12.1386190551223,38c12fa5-4b53-451b-bb41-d415775255d7,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Burgwall,"01660",32,,"18055",Kindergarten,Buntes Kinderhaus,Arbeiter-Samariter-Bund Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,44,,Mo-Fr 06:00-17:00,+49 381 25311,,kita.bunteskinderhaus@asb-rostock.de,
54.0844799947292,12.1428175960857,0e26902a-2bf3-4173-a93c-136d63854198,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Lindenstr.,"06640",3,a,"18055",Hort,Hort der Jenaplanschule,Schulverein Jenaplanschule Rostock e.V.,gewerblich-privat,,290,,Mo-Fr 07:00-17:30,+49 381 2003809,,hort@jenaplan-rostock.de,
54.0989249359947,12.1205986359117,463bf109-449a-4d97-af64-3fae9cb23bae,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gehlsdorf,"0025",Fährstr.,"02330",25,,"18147",Kinderkrippe,Michaelshof (Kindergarten),Evangelische Stiftung Michaelshof,kirchlich,,30,,Mo-Fr 06:00-18:00,+49 381 645257,,kindergarten@michaelshof.de,
54.0737459728214,12.1119236745739,1732d88b-c4c4-4751-8d9b-480d1710d645,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Brahestr.,"01600",6,a,"18059",Kinderkrippe,Rappelkiste,AWO-Sozialdienst Rostock gGmbH,freie Wohlfahrtspflege,,60,,Mo-Fr 06:00-18:00,+49 381 441810,,kitasued@awo-rostock.de,
54.1458780753166,12.0784269859913,cdf8af7d-255c-4e4d-9cf5-c3d765e46f0a,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Segelmacherweg,"08530",25,,"18109",Kindergarten,Kinderhaus am Warnowpark,AWO-Sozialdienst Rostock gGmbH,freie Wohlfahrtspflege,,190,,Mo-Fr 06:00-18:00,+49 381 1200102,,kitagrossklein@awo-rostock.de,
54.084677111604,12.1866296005172,8e4ba13f-18f9-49c4-a12a-b03f1c60029f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Korl-Beggerow-Weg,"11460",39,,"18055",Kinderkrippe,Kinnerhuus (ILL),Institut Lernen und Leben e.V.,gewerblich-privat,,40,,Mo-Fr 06:00-19:00,+49 381 6665397,,kitakinnerhuus@ill-ev.de,
54.0846901388617,12.1217916275985,42000e73-9d18-48ae-bf06-fbe56b0abdb2,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Feldstr.,"02360",54,,"18057",Kinderkrippe,Lindenpark,Deutsches Rotes Kreuz Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,96,,Mo-Fr 06:00-18:00,+49 381 242796570,,kita-lindenpark@drk-rostock.de,
54.1030029644123,12.1691729406494,b9d2cff6-b8af-49ca-8134-3d3d3969b0c6,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-Neu,"0021",Georg-Adolf-Demmler-Str.,"02670",12,,"18146",Kindergarten,Hein Hannemann,Lebenshilfe Rostock und Umland gGmbH,gewerblich-privat,,60,,Mo-Fr 06:00-17:00,+49 381 681290,,kita@lebenshilfe-rostock.de,
54.0737459728214,12.1119236745739,615756b2-cada-4ae3-b47f-8e8fe93f216b,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Brahestr.,"01600",6,a,"18059",Kindergarten,Rappelkiste,AWO-Sozialdienst Rostock gGmbH,freie Wohlfahrtspflege,,135,,Mo-Fr 06:00-18:00,+49 381 441810,,kitasued@awo-rostock.de,
54.0968935368823,12.0894396401572,8f37458e-df29-4b35-ab3d-72d65659c331,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Kuphalstr.,"06340",79,,"18069",Kinderkrippe,Kuphalstraße,Gesellschaft für Gesundheit und Pädagogik mbH,kommerziell,,36,,Mo-Fr 06:00-19:00,+49 381 8008297,,birthe.stolzmann@ggp-gruppe.de,
54.144405202884,12.051219662405,0b1c76ea-2dae-47e4-ba9f-d82e0879ff9f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Turkuer Str.,"09080",59,a,"18107",Hort,Hort Küstenkinner,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,220,,,,,,
54.0862947721808,12.0977709216019,ebfcbbb1-c2ae-4f4c-850b-d793b447f6b4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hansaviertel,"0014",Kopernikusstr.,"06170",16,a,"18057",Kinderkrippe,Butzemannhaus,Deutsches Rotes Kreuz Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,78,,Mo-Fr 06:00-18:00,+49 381 242796440,,butzemannhaus@drk-rostock.de,
54.1516187946313,12.0620763030919,ba5e54d9-9bb3-44d1-ae23-7962ba29eccb,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lichtenhagen,"0008",Putbuser Str.,"02140",10,,"18109",Hort,Lotsenkinder,Institut Lernen und Leben e.V.,gewerblich-privat,,308,,Mo-Fr 06:00-18:00,+49 381 51056782,,kitalotsenkinder@ill-ev.de,
54.1759663216825,12.0740735350842,eb9e52c5-b043-4bc2-8505-c1c27cea7f44,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Parkstr.,"07480",12,,"18119",Kinderkrippe,Knirpsenland (DRK),Deutsches Rotes Kreuz Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,38,,Mo-Fr 06:00-18:00,+49 381 242796560,,knirpsenland@drk-rostock.de,
54.0917930786472,12.1369950446731,ef66748c-b99d-4d14-87a8-6b8c0421492e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Lagerstr.,"06430",17,,"18055",Hort,Schatzkiste,Diakonie Rostocker Stadtmission e.V.,kirchlich,,,,,+49 381 461360,,info@rostocker-stadtmission.de,
54.0917930786472,12.1369950446731,39464b95-ddbc-4271-9824-49dcba02f9a0,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Lagerstr.,"06430",17,,"18055",Kindergarten,Schatzkiste,Diakonie Rostocker Stadtmission e.V.,kirchlich,,90,,,+49 381 461360,,info@rostocker-stadtmission.de,
54.1485866387466,12.0784812528759,3275a691-3e5d-447e-817e-ea552e0d560d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Gerüstbauerring,"02890",40,,"18109",Hort,Naturwerkstatt,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,50,,,,,kita.naturwerkstatt@vs-hro.de,
54.169732112402,12.0777033407905,649e5596-7780-49ec-9596-240557cb6f92,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Friedrich-Barnewitz-Str.,"11150",13,,"18119",Hort,Strandläufer,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,66,,,+49 381 52975,+49 151 1241783,,
54.1132152821742,12.1412035147229,b6184861-9c6d-4319-aa92-4dc300ded880,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Toitenwinkel,"0024",Pablo-Picasso-Str.,"07450",37,,"18147",Kindergarten,Wellenreiter,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,165,,,,,wellenreiter@vs-hro.de,
54.1132152821742,12.1412035147229,330f279a-2f8c-4fa0-84ab-eadebd6cf230,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Toitenwinkel,"0024",Pablo-Picasso-Str.,"07450",37,,"18147",Kinderkrippe,Wellenreiter,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,66,,,,,wellenreiter@vs-hro.de,
54.1081135362198,12.1715405824389,7312ee0a-602c-4990-9313-83381a9d61f7,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-Neu,"0021",Walter-Butzek-Str.,"09480",23,,"18146",Hort,Hort Ostseekinner (VS),VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,132,,,,,,
54.0764403210536,12.1627102120536,35f99eb4-5761-4f06-a0b2-1064be67e052,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Röthsoll,"14360",3,,"18055",Kinderkrippe,CJD Kindertagesstätte,Christliches Jugenddorfwerk Deutschlands e.V.,kirchlich,,26,,,,+49 151 68834200,kita.rostock@cjd.de,
54.0764403210536,12.1627102120536,430d5695-9e14-4fe9-b53e-b411fe53edf6,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Röthsoll,"14360",3,,"18055",Kindergarten,CJD Kindertagesstätte,Christliches Jugenddorfwerk Deutschlands e.V.,kirchlich,,40,,,,+49 151 68834200,kita.rostock@cjd.de,
54.0891518091872,12.1487543187524,1dea5635-e6f7-47ce-9ba7-a3244dfc0412,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Küterbruch,"06400",4,,"18055",Kinderkrippe,Küterbruch / Michaelshof,Evangelische Stiftung Michaelshof,kirchlich,,28,,,,,,
54.0891518091872,12.1487543187524,78d4fddd-f905-4d9c-94c0-168e6b951edf,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Küterbruch,"06400",4,,"18055",Kindergarten,Küterbruch / Michaelshof,Evangelische Stiftung Michaelshof,kirchlich,,48,,,,,,
54.082623127743,12.1754261123932,ce64c060-5ef8-4ee2-be03-c0682e2809b4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Vagel-Grip-Weg,"09220",10,a,"18055",Hort,Hort John Brinckman,Institut Lernen und Leben e.V.,gewerblich-privat,,263,,Mo-Fr 06:00-18:00,+49 381 3753630,,hortjohnbrinckman@ill-ev.de,
54.0963871246579,12.0737616655913,a93d340f-e75d-4300-90c0-13a2e01194c4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Goerdelerstr.,"06370",20,,"18069",Kindergarten,Anne Frank,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,141,,,+49 381 83695,,anne.frank-rostock@volkssolidaritaet.de,
54.0963871246579,12.0737616655913,30fb25a4-c5f0-46a2-904b-73eac32e2fd9,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Goerdelerstr.,"06370",20,,"18069",Kinderkrippe,Anne Frank,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,84,,,+49 381 83695,,anne.frank-rostock@volkssolidaritaet.de,
54.1759663216825,12.0740735350842,89951250-b67f-4127-b2bb-e163a5cda005,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Parkstr.,"07480",12,,"18119",Kindergarten,Knirpsenland (DRK),Deutsches Rotes Kreuz Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,102,,Mo-Fr 06:00-18:00,+49 381 242796560,,knirpsenland@drk-rostock.de,
54.1788118894811,12.0832729445312,0b9fe3df-e749-4142-87d4-0ac9ca44a8ed,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Heinrich-Heine-Str.,"03430",3,,"18119",Hort,Hort Warnemünde,Deutsches Rotes Kreuz Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,144,,Mo-Fr 10:30-17:30,+49 381 242796530,,hort-warnemuende@drk-rostock.de,
54.089670515543,12.147420062046,d2b0ddd2-c48c-4b58-acd7-e2021efdf395,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Alter Markt,"00260",1,,"18055",Hort,Hort am Alten Markt,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,286,,Mo-Fr 06:00-18:00,+49 381 4582756,,hort-alter-markt@volkssolidaritaet.de,
54.135791851548,12.0757733807492,84b91c02-c13d-42ea-9290-55fac542ee65,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schmarl,"0012",Kolumbusring,"07130",20,,"18106",Hort,Regenbogen,Diakonie Rostocker Stadtmission e.V.,kirchlich,,30,,Mo-Fr 06:00-17:00,+49 381 1201367,,regenbogen-leitung@rostocker-stadtmission.de,
54.169732112402,12.0777033407905,df252d07-8d18-4575-abc0-2bb9040ba4ce,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Friedrich-Barnewitz-Str.,"11150",13,,"18119",Kindergarten,Strandläufer,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,69,,,+49 381 52975,+49 151 1241783,,
54.169732112402,12.0777033407905,201746c9-c9e7-45e4-aaf4-dc8a2b3e3977,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Friedrich-Barnewitz-Str.,"11150",13,,"18119",Kinderkrippe,Strandläufer,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,54,,,+49 381 52975,+49 151 1241783,,
54.0903509118952,12.1063127662645,bf2e9d75-e128-45af-9089-aa4c9c400551,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Waldemarstr.,"09410",31,,"18057",Kinderkrippe,Spielkiste,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,30,,Mo-Fr 06:00-17:00,+49 381 2003757,,spielkiste@volkssolidaritaet.de,
54.0903509118952,12.1063127662645,88a69db0-cc04-4a85-bd87-40472589c792,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Waldemarstr.,"09410",31,,"18057",Kindergarten,Spielkiste,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,57,,Mo-Fr 06:00-17:00,+49 381 2003757,,spielkiste@volkssolidaritaet.de,
54.0903509118952,12.1063127662645,d1f4ac40-8999-4581-b8eb-36d27577def6,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Waldemarstr.,"09410",31,,"18057",Hort,Spielkiste,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,88,,Mo-Fr 06:00-17:00,+49 381 2003757,,spielkiste@volkssolidaritaet.de,
54.1096774218817,12.1602314650403,85a8dc89-51ee-4799-8edd-2791d50c022e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-West,"0023",Hinrichsdorfer Str.,"03600",6,,"18146",Kindergarten,Klaukschieter (ASB-KV),Arbeiter-Samariter-Bund Kreisverband Rostock e.V.,freie Wohlfahrtspflege,,60,,,,,,
54.1339191487009,12.0550832705363,9ca95987-5579-43e0-805c-445c99ae244a,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Helsinkier Str.,"03480",40,,"18107",Kindergarten,Sonnenkinderhaus,Diakonie Rostocker Stadtmission e.V.,kirchlich,,112,,Mo-Fr 06:00-17:00,+49 381 714233,,sonnenkinderhaus@rostocker-stadtmission.de,
54.1086029977301,12.1637609811467,d5e09c00-17a3-4c33-97ed-e31fec0dca56,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-Neu,"0021",Johann-C.-Wilken-Str.,"04030",1,,"18146",Kindergarten,Lütt Sparling,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,140,,,+49 381 697222,,luett.sparling@volkssolidaritaet.de,
54.1086029977301,12.1637609811467,27711411-cc97-4603-bafc-3d3c26db5c60,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-Neu,"0021",Johann-C.-Wilken-Str.,"04030",1,,"18146",Kinderkrippe,Lütt Sparling,VS Kinder- und Jugendhilfe Region Rostock gGmbH,freie Wohlfahrtspflege,,54,,,+49 381 697222,,luett.sparling@volkssolidaritaet.de,
54.0850363689553,12.0836581483297,2d866ebe-5e31-410e-a2a6-ae5729b6f75f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gartenstadt/Stadtweide,"0015",Im Garten,"03980",14,,"18057",Kinderkrippe,Pusteblume,Diakonie Rostocker Stadtmission e.V.,kirchlich,,24,,Mo-Fr 06:00-17:00,+49 381 2000858,,pusteblume-leitung@rostocker-stadtmission.de,
54.0863746992714,12.0771174247858,e666da8f-e00f-4336-8558-af7aa16881eb,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gartenstadt/Stadtweide,"0015",Groß Schwaßer Weg,"03100",11,,"18057",Hort,Hort CJD,Christliches Jugenddorfwerk Deutschlands e.V.,kirchlich,,270,,Mo-Fr 06:30-17:00,+49 381 8071184,,grit.hesse@cjd.de,
