FID,geom,name,shop,osm_id,osm_type,editlink,tutoriallink,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,building,opening_hours,amenity,check_date,cuisine,heritage,historic,image,operator,phone,website,wheelchair,addr:suburb,source,internet_access,building:levels,fax,roof:shape,contact:email,contact:fax,contact:phone,contact:website,description,disused:opening_hours,diet:halal,diet:kosher,level,currency:eur,payment:credit_cards,payment:debit_cards,second_hand,stroller,surveillance,email,source:addr,source:geometry,building:colour,delivery:covid19,roof:colour,roof:levels,roof:material,takeaway:covid19,source:address,check_date:opening_hours,opening_hours:signed,toilets:wheelchair,building:part,indoor,wikidata,wheelchair:description,opening_hours:kitchen,old_name,old_website,wikimedia_commons,opening_hours:url,organic,lastcheck,last_check,contact:facebook,roof:height,payment:cash,butcher,information,tourism,source:date,ref:vatin,closed,note,mobile,website:orders,payment:cards
OSM_MRN_shop_butcher_4326_Point.58,POINT (8.975280450000001 49.328637459999996),Ullrichs Putenhof,butcher,371608705,way,https://www.openstreetmap.org/way/371608705,https://learnosm.org/de/beginner/,Helmstadt-Bargen,,15,74921,Meerweinstraße,yes,"Fr 09:00-18:00;Mo,Tu,We,Th,Sa,Su off",,,,,,,Helga Ullrich,+49 7263 5258,https://ullrichs-putenhof.de/,no,Helmstadt,bing,,,+49 7263 4324,,,,,,,,,,,,,,,,,kontakt@ullrichs-putenhof.de,,,,,,,,,"LGL-BW, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.59,POINT (8.363646583333333 49.42565045),Herrmanns Feinkost GmbH & Co KG,butcher,382232191,way,https://www.openstreetmap.org/way/382232191,https://learnosm.org/de/beginner/,Mutterstadt,,3,67112,Im Vorderkehr,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-04,no,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.60,POINT (8.3892019 49.4168312),Metzgerei Hardt,butcher,387799831,node,https://www.openstreetmap.org/node/387799831,https://learnosm.org/de/beginner/,Limburgerhof,DE,9,67117,Kalmitweg,,,,,,,,,,,https://www.metzgerei-hardt.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.61,POINT (8.257919225 49.4298422),Christ,butcher,390801815,way,https://www.openstreetmap.org/way/390801815,https://learnosm.org/de/beginner/,Rödersheim-Gronau,DE,127,67127,Hauptstraße,yes,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.62,POINT (8.3264139 49.1677953),Metzgerei Hormuth,butcher,401505895,node,https://www.openstreetmap.org/node/401505895,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.63,POINT (8.6427118 49.591383),Metzgerei Kreis,butcher,411358523,node,https://www.openstreetmap.org/node/411358523,https://learnosm.org/de/beginner/,Hemsbach,DE,8,69502,Danziger Straße,,Tu-Th 07:30-14:00; Fr 07:30-18:00; Sa 07:00-13:30,,,,,,,,+49 6201 45555,https://www.metzgerei-kreis.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.64,POINT (8.7915789 49.7019722),Landmetzgerei Zur Sonne,butcher,412850011,node,https://www.openstreetmap.org/node/412850011,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.65,POINT (8.5529285 49.3197869),S. Albert,butcher,428912103,node,https://www.openstreetmap.org/node/428912103,https://learnosm.org/de/beginner/,Hockenheim,DE,31,68766,Rathausstraße,,Mo-Fr 07:30-13:00; Mo-Tu 15:00-18:00; Th-Fr 15:00-18:00; Sa 07:00-12:00,,,,,,,,+49 6205 4474,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.66,POINT (8.0741103 49.5378726),Speeter,butcher,429236284,node,https://www.openstreetmap.org/node/429236284,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.67,POINT (8.6914 49.7111901),Odenwälder Metzgerei,butcher,449538013,node,https://www.openstreetmap.org/node/449538013,https://learnosm.org/de/beginner/,Lautertal (Odenwald),DE,243,64686,Nibelungenstraße,,"Mo-Fr 07:30-18:00, We 07:30-13:00, Sa 07:30-13:00",,,,,,,Odenwälder Fleischwaren GmbH,06254-1241,https://www.odenwaelder-metzgerei.de/,limited,Reichenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.68,POINT (8.2126669 49.1442194),Metzgerei Walter Adam jun.,butcher,460045377,node,https://www.openstreetmap.org/node/460045377,https://learnosm.org/de/beginner/,Herxheim,,29,,Holzgasse,,"Mo-Fr 07:00-13:00,14:00-18:00; Sa 07:00-13:00",,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.69,POINT (8.0858843 49.0601036),R. Junck,butcher,468737874,node,https://www.openstreetmap.org/node/468737874,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.70,POINT (8.486311775 49.525579775000004),Metzgerei Moser,butcher,477537611,way,https://www.openstreetmap.org/way/477537611,https://learnosm.org/de/beginner/,,,,,,yes,,,,,,,,,,,no,,,,1,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.71,POINT (8.2745605 49.0969713),Föllinger,butcher,482699722,node,https://www.openstreetmap.org/node/482699722,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 06:00-13:00,15:00-18:00, Sa 06:00-12:00",,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.72,POINT (8.7425808 49.5295277),Metzgerei Hofmann,butcher,495988269,node,https://www.openstreetmap.org/node/495988269,https://learnosm.org/de/beginner/,Gorxheimertal,DE,329,69517,Hauptstraße,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.73,POINT (8.7352836 49.530769),Metzgerei Schöne,butcher,495988271,node,https://www.openstreetmap.org/node/495988271,https://learnosm.org/de/beginner/,Gorxheimertal,DE,248,69517,Hauptstraße,,"Mo-Fr 07:00-13:00,15:00-18:00; Sa 07:00-13:00",,,,,,,,+49 6201 41440,http://metzgerei-schoene.de,yes,,,,,,,,,,,,,,,,,,,,,,info@metzgerei-schoene.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.74,POINT (8.7374705 49.6451005),Metzgerei Rettig,butcher,512657953,node,https://www.openstreetmap.org/node/512657953,https://learnosm.org/de/beginner/,Rimbach,DE,43,64668,Siegfriedstraße,,Mo-Fr 06:00-18:30; Sa 07:30-13:00,,,,,,,,+49 6253 7685,http://metzgerei-rettig.de/,,Mitlechtern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.75,POINT (8.6670358 49.5274583),Metzgerei Rudi Steidl,butcher,520046902,node,https://www.openstreetmap.org/node/520046902,https://learnosm.org/de/beginner/,Weinheim,DE,89,69469,Sommergasse,,"Mo,Tu,Th,Fr 8:00-13:00,15:00-18:00;Sa 7:30-12:30",,2023-09-12,,,,,,,,no,Lützelsachsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.76,POINT (8.417411320000001 49.657240400000006),Doll,butcher,542247910,way,https://www.openstreetmap.org/way/542247910,https://learnosm.org/de/beginner/,Lampertheim,DE,11a,68623,Steffanstraße,yes,,,,,,,,Doll,,,,Hofheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.77,POINT (8.2469163 49.519414),Süss,butcher,582855320,node,https://www.openstreetmap.org/node/582855320,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.78,POINT (9.2744947 49.40063961111112),Emil Färber,butcher,661424693,way,https://www.openstreetmap.org/way/661424693,https://learnosm.org/de/beginner/,Schefflenz,,13,74850,Zeilweg,yes,,,,,,,,,+49 6293 9506 7,https://www.faerber.de/schefflenz/,,Mittelschefflenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.79,POINT (8.7967081 49.4846805),Metzgerei Udo Beisel,butcher,685857993,node,https://www.openstreetmap.org/node/685857993,https://learnosm.org/de/beginner/,,,,,,,"Mo-Sa 7:30-13:00; Mo,Tu,Th,Fr 15:00-18:00",,,,,,,,,,no,,,,,,,,,,,,,no,no,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.80,POINT (8.8885353 49.3172263),Metzgerei Bommer,butcher,771264362,node,https://www.openstreetmap.org/node/771264362,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.81,POINT (8.141632020000001 49.15819328),Metzgerei Treiling,butcher,794791373,way,https://www.openstreetmap.org/way/794791373,https://learnosm.org/de/beginner/,Insheim,DE,43,76865,Hauptstraße,yes,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.82,POINT (8.3895759 49.3161993),Metzgerei Ballreich,butcher,803819264,node,https://www.openstreetmap.org/node/803819264,https://learnosm.org/de/beginner/,,,,,,,"Mo-Th 07:00-12:30; Sa 06:30-12:00; Mo,Tu,Th 14:30-18:00; Fr 07:00-18:00",,,,,,,,,https://www.metzgerei-ballreich.de/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.83,POINT (8.5838478 49.3976619),Metzgerei Engelhardt,butcher,803829186,node,https://www.openstreetmap.org/node/803829186,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 8:30-13:00; Tu, Th, Fr 15:00-18:00; Sa 7:30-12:00",,,,,,,,+49 6202 859931,http://www.metzgerei-engelhardt.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.84,POINT (8.8002268 49.6672164),Unger,butcher,854423597,node,https://www.openstreetmap.org/node/854423597,https://learnosm.org/de/beginner/,Fürth,DE,20,64658,Reichelsheimer Straße,,,,,,,,,,,,,Krumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.85,POINT (9.0585552 49.4652513),Metzgerei Herwig Zimmermann,butcher,888374769,node,https://www.openstreetmap.org/node/888374769,https://learnosm.org/de/beginner/,Waldbrunn,DE,5,69429,Hirtenweg,,,,,,,,,Herwig Zimmermann,+49 6274 - 269,,,Waldkatzenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.86,POINT (8.2657377 49.3643944),Vogt,butcher,911157324,node,https://www.openstreetmap.org/node/911157324,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 07:00-12:30,14:30-18:30; Sa 07:00-13:00",,,,,,,,+49 6324 2141,https://www.metzgerei-vogt.de/,no,,,,,+49 6324 83318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.87,POINT (8.1331298 49.2032557),Metzgerei Thomas Weissbrod,butcher,911588665,node,https://www.openstreetmap.org/node/911588665,https://learnosm.org/de/beginner/,,,,,,,"Mo-Sa 07:30-12:30, Mo,Tu,Th,Fr 14:30-18:00",,,,,,,,+49 6341 51279,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.88,POINT (8.783714 49.6514799),Metzgerei Peter Schmitt,butcher,968144535,node,https://www.openstreetmap.org/node/968144535,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 06:00-18:30; We,Sa 06:00-13:00",,,,,,,Ludwig Schmidt,+49 6253 5033,https://www.metzgerei-schmitt.de/,limited,,,,,+49-6253-3196,,,,,,,,,,,,,,,,,info@Metzgerei-Schmitt.de,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.89,POINT (8.7776165 49.6496627),Metzgerei Vetter,butcher,974159734,node,https://www.openstreetmap.org/node/974159734,https://learnosm.org/de/beginner/,Fürth,DE,39,64658,Hauptstraße,,,,,,,,,Georg Vetter,+49 6253 5567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.90,POINT (8.7773497 49.6488384),Metzgerei Emich,butcher,974159947,node,https://www.openstreetmap.org/node/974159947,https://learnosm.org/de/beginner/,Fürth,DE,31,64658,Heppenheimer Straße,,,,,,,,,Peter Emich,+49 6253 5082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.91,POINT (8.4846273 49.4770857),Metzgerei Catering Maas,butcher,1000832565,node,https://www.openstreetmap.org/node/1000832565,https://learnosm.org/de/beginner/,,,,,,,Mo-Fr 8:00-15:00,,,,,,https://commons.wikimedia.org/wiki/File:MetzgereiMaas.jpg,,+49 621 40047377,https://catering-maas.de/,no,,,,,+49 621 40047399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.92,POINT (8.5280835 49.4321702),Metzgerei Päuser,butcher,1013580238,node,https://www.openstreetmap.org/node/1013580238,https://learnosm.org/de/beginner/,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Metzgerei_P%C3%A4user_Mannheim-Rheinau.jpg,,,,limited,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.93,POINT (8.5277364 49.4337067),"""Schlemmer-Land"" am Markt",butcher,1013580239,node,https://www.openstreetmap.org/node/1013580239,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.94,POINT (8.577613 49.3853553),Zeiss,butcher,1101569401,node,https://www.openstreetmap.org/node/1101569401,https://learnosm.org/de/beginner/,Schwetzingen,,33,68723,Carl-Theodor-Straße,,Mo-Sa 07:00-22:00,,,,,,,"Metzgerei Zeiss GmbH, Hanau",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.95,POINT (8.6575051 49.34398186666667),Metzgerei Ehehalt,butcher,1134839258,way,https://www.openstreetmap.org/way/1134839258,https://learnosm.org/de/beginner/,Sandhausen,,123,69207,Hauptstraße,,Mo-Fr 06:00-18:30; Sa 06:00-13:00,,,,,,,Metzgerei und Party-Service Ehehalt,+49 6224 172420,,yes,,,,,,,,,,,,,,,0,,,,,,,info@metzgerei-ehehalt.de,,,,,,,,,,,,,commercial,area,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.96,POINT (8.3744963 49.3792178),Metzgerei Mayer,butcher,1144088905,node,https://www.openstreetmap.org/node/1144088905,https://learnosm.org/de/beginner/,Schifferstadt,,43,67105,Speyerer Straße,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.97,POINT (8.2973006 49.1893099),Scherer,butcher,1150820876,node,https://www.openstreetmap.org/node/1150820876,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.98,POINT (8.5645208 49.5266465),Metzgerei Zeiss,butcher,1162094889,node,https://www.openstreetmap.org/node/1162094889,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,+49 6204 608528,https://www.metzgerei-zeiss.de/,,,,,,,,,,,,,,,,,,,,,,,Zentrale@Metzgerei-Zeiss.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.99,POINT (8.6404242 49.6423961),Metzgerei Horst Römer,butcher,1239100502,node,https://www.openstreetmap.org/node/1239100502,https://learnosm.org/de/beginner/,Heppenheim,DE,26,64646,Friedrichstraße,,Mo-Fr 08:00-18:00; Sa 07:30-13:00,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.100,POINT (8.6200978 49.7021801),Odenwälder Metzgerei,butcher,1239167107,node,https://www.openstreetmap.org/node/1239167107,https://learnosm.org/de/beginner/,Bensheim,DE,194,64625,Darmstädter Straße,,Mo-Fr 07:00-18:00; Sa 07:00-13:00,,,,,,,,+49 6251 79688,https://odenwaelder-metzgerei.de/,yes,Auerbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.101,POINT (9.2118655 49.461309),Vierling,butcher,1267692995,node,https://www.openstreetmap.org/node/1267692995,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.102,POINT (8.9843426 49.4621664),Metzgerei Zorn,butcher,1302163334,node,https://www.openstreetmap.org/node/1302163334,https://learnosm.org/de/beginner/,Eberbach,DE,28,69412,Kellereistraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.103,POINT (8.2944904 49.4822456),Appel,butcher,1334694245,node,https://www.openstreetmap.org/node/1334694245,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.104,POINT (8.633918 49.6344165),Holger's Odenwälder,butcher,1340954009,node,https://www.openstreetmap.org/node/1340954009,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.105,POINT (9.1632619 49.4419273),Vierling,butcher,1359747972,node,https://www.openstreetmap.org/node/1359747972,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.106,POINT (8.6293717 49.6415437),Metzgerei Wohlfahrt,butcher,1371207693,node,https://www.openstreetmap.org/node/1371207693,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,Metzgerei Bernd Wohlfart,+49 6252 71185,www.metzgerei-wohlfart.de,yes,,,,,,,,,,,,,,,,,,,,,,info@metzgerei-wohlfart.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.107,POINT (8.4212401 49.4416835),Metzgerei Kopp,butcher,1372249426,node,https://www.openstreetmap.org/node/1372249426,https://learnosm.org/de/beginner/,,,,,,,"Mo-Sa 7:00-12:30;Mo,Tu,Th,Fr 14:30-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.108,POINT (8.8290561 49.5686833),Metzgerei Kumpf,butcher,1400614873,node,https://www.openstreetmap.org/node/1400614873,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.109,POINT (8.4699633 49.5986374),Blüm. Die Metzgerei,butcher,1428347767,node,https://www.openstreetmap.org/node/1428347767,https://learnosm.org/de/beginner/,,,,,,,"Tu-Th 08:00-13:00,14:30-18:00; Fr 08:00-18:00; Sa 07:00-12:30",,,,,,,,,https://www.metzgerei-bluem.de/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.110,POINT (8.2496974 49.112191),Metzgerei Scherer,butcher,1439445160,node,https://www.openstreetmap.org/node/1439445160,https://learnosm.org/de/beginner/,Hatzenbühl,,,76770,Luitpoldstraße,,Mo-Fr 09:00-18:00,,,,,,,Scherer,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.111,POINT (8.0722107 49.5361638),Fink,butcher,1444607108,node,https://www.openstreetmap.org/node/1444607108,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.112,POINT (9.3682435 49.5824581),Metzgerei Kaufmann,butcher,1447932813,node,https://www.openstreetmap.org/node/1447932813,https://learnosm.org/de/beginner/,,,2,,Adolf-Kolping-Straße,,"Mo,Tu,Th,Fr 06:30-18:00; We 06:30-14:00; Sa 06:30-12:00",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q111308521,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.113,POINT (8.524333 49.4880699),Metzgerei Trautmann,butcher,1531744265,node,https://www.openstreetmap.org/node/1531744265,https://learnosm.org/de/beginner/,Mannheim,DE,119,68259,Hauptstraße,,"Mo-Th 07:30-13:00,15:00-18:00; We off; Fr 07:30-18:00; Sa 07:30-13:00",,,,,,https://commons.wikimedia.org/wiki/File:Metzgerei_Trautmann_Feudenheim.jpg,Horst Trautmann,,,no,Feudenheim,,,,,,,+49 621 7900914,+49 621 794558,http://metzgerei-trautmann.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.114,POINT (8.6709546 49.4496976),Metzgerei Schäfer,butcher,1576860453,node,https://www.openstreetmap.org/node/1576860453,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 08:00-13:00,15:00-18:00;We 08:00-13:00;Sa 08:00-13:00",,2024-02-07,,,,,,+49 6221 8682470,http://www.metzgerei-schaefer.com,no,,,,,,,,,,,,,,,,,,,,,,metzgerei-schaefer@mail.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.115,POINT (8.599813 49.5072524),Landmetzgerei Steidel,butcher,1586126268,node,https://www.openstreetmap.org/node/1586126268,https://learnosm.org/de/beginner/,Heddesheim,DE,62,68542,Unterdorfstraße,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.116,POINT (8.3942257 49.4228078),Metzgerei Hardt,butcher,1625186105,node,https://www.openstreetmap.org/node/1625186105,https://learnosm.org/de/beginner/,Limburgerhof,DE,17,67117,Burgunder Platz,,"Mo-We 08:30-18:30; Th,Fr 07:30-18:30; Sa 07:00-13:00",,2025-04-14,,,,,,+49 6236 60242,http://www.metzgerei-hardt.info/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.117,POINT (8.0747958 49.5081611),Metzgerei Hepp,butcher,1640535639,node,https://www.openstreetmap.org/node/1640535639,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.118,POINT (8.3543501 49.5319699),Metzgerei Barth,butcher,1681336214,node,https://www.openstreetmap.org/node/1681336214,https://learnosm.org/de/beginner/,,,,,,,,,2023-08-17,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.119,POINT (8.3077731 49.3671368),Manfred Liedy,butcher,1711914756,node,https://www.openstreetmap.org/node/1711914756,https://learnosm.org/de/beginner/,,,,,,,"Mo-Fr 08:00-13:00,Th 15:00-18:00; PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_shop_butcher_4326_Point.120,POINT (8.2798979 49.1231791),Scherer,butcher,1737161554,node,https://www.openstreetmap.org/node/1737161554,https://learnosm.org/de/beginner/,,,,,,,Mo-Fr 08:00-19:00; Sa 08:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
