FID,geom,amenity,operator,operator:wikidata,osm_id,osm_type,editlink,tutoriallink,payment:coins,created_by,note,check_date,brand,brand:wikidata,fee,indoor,covered,model,payment:credit_cards,payment:notes,payment:telephone_cards,payment:cash,source:position,ref,ref2,source,fixme,internet_access,internet_access:fee,internet_access:ssid,brand:wikipedia,operator:wikipedia,payment:debit_cards,booth,payment:american_express,payment:diners_club,payment:jcb,payment:mastercard,payment:others,payment:visa,ref_name,description,sms,video,shelter,payment:electronic_purses,note:de,wheelchair,name,addr:street,designation,contact:phone,phone,lit,support,level,direction,tunnel,emergency,payment:calling_cards,payment:reverse_charge_calls,layer,internet_access:operator,payment:phonecard,colour,button_operated,callable,display
OSM_MRN_amenity_telephone_4326_Point.82,POINT (8.5358725 49.4036565),telephone,Deutsche Telekom,,423184990,node,https://www.openstreetmap.org/node/423184990,https://learnosm.org/de/beginner/,,,,2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.83,POINT (8.4297154 49.3338993),telephone,Deutsche Telekom AG,,427680410,node,https://www.openstreetmap.org/node/427680410,https://learnosm.org/de/beginner/,no,,,2019-08,,,,,no,Basistelefon,,no,yes,,,,,,,no,,,,,,,,,,yes,,yes,,"Basistelefon: Zahlen nur mit Kreditkarte, Telefonkarte Comfort (teils veraltet CallingCard/T-Card genannt - keine anderen Telefonkarten!), oder R-Gespräch. Ansonsten sind Notrufe und kostenfreie Rufnummern möglich; keine SMS.",no,no,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.84,POINT (8.7058515 49.4107799),telephone,Deutsche Telekom AG,,428328606,node,https://www.openstreetmap.org/node/428328606,https://learnosm.org/de/beginner/,no,,,2025-01-04,,,,no,,,,,yes,,,622104042834,Grabengasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.85,POINT (8.4210675 49.421304),telephone,Deutsche Telekom AG,,429302300,node,https://www.openstreetmap.org/node/429302300,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.86,POINT (8.5640911 49.53618),telephone,,,433347667,node,https://www.openstreetmap.org/node/433347667,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.87,POINT (8.4034735 49.521895),telephone,Deutsche Telekom,,435239412,node,https://www.openstreetmap.org/node/435239412,https://learnosm.org/de/beginner/,yes,,,,,,yes,no,,,,yes,,,,,,,,wlan,customers,Telekom,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.88,POINT (8.1117199 49.1997579),telephone,Deutsche Telekom AG,Q9396,441099721,node,https://www.openstreetmap.org/node/441099721,https://learnosm.org/de/beginner/,,,,2024-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.89,POINT (8.7001493 49.4096542),telephone,Deutsche Telekom AG,,444526197,node,https://www.openstreetmap.org/node/444526197,https://learnosm.org/de/beginner/,yes,,,2024-08-03,,,,,,,,,,,HiRes aerial imagery,622100021073,Märzgasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.90,POINT (8.7548863 49.6562402),telephone,Deutsche Telekom AG,,452629264,node,https://www.openstreetmap.org/node/452629264,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,,,,625300238003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.91,POINT (8.5467945 49.3254267),telephone,,,456149332,node,https://www.openstreetmap.org/node/456149332,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.92,POINT (8.4826609 49.454158),telephone,Deutsche Telekom AG,,462270213,node,https://www.openstreetmap.org/node/462270213,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.93,POINT (8.7572862 49.6232089),telephone,Deutsche Telekom AG,Q9396,469713836,node,https://www.openstreetmap.org/node/469713836,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,,,,625300806962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.94,POINT (8.4510419 49.3720461),telephone,Deutsche Telekom AG,,470368590,node,https://www.openstreetmap.org/node/470368590,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.95,POINT (8.3495707 49.4394297),telephone,Deutsche Telekom AG,Q9396,475591963,node,https://www.openstreetmap.org/node/475591963,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.96,POINT (8.4689113 49.473814),telephone,Deutsche Telekom AG,,513416210,node,https://www.openstreetmap.org/node/513416210,https://learnosm.org/de/beginner/,yes,,,2024-01-01,,,,,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.97,POINT (8.4845916 49.4572219),telephone,Deutsche Telekom AG,,516778106,node,https://www.openstreetmap.org/node/516778106,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.98,POINT (8.7749183 49.2349605),telephone,Deutsche Telekom AG,,521644788,node,https://www.openstreetmap.org/node/521644788,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.99,POINT (8.4932346 49.4535867),telephone,Deutsche Telekom AG,,558592503,node,https://www.openstreetmap.org/node/558592503,https://learnosm.org/de/beginner/,yes,,,2021-07-03,,,,,,,yes,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.100,POINT (7.9523215 49.0508618),telephone,Deutsche Telekom AG,Q9396,558856135,node,https://www.openstreetmap.org/node/558856135,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.101,POINT (8.3645137 49.5779985),telephone,Deutsche Telekom AG,Q9396,560091577,node,https://www.openstreetmap.org/node/560091577,https://learnosm.org/de/beginner/,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.102,POINT (8.3581671 49.5731284),telephone,Deutsche Telekom AG,Q9396,560522192,node,https://www.openstreetmap.org/node/560522192,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.103,POINT (8.1749783 49.4925911),telephone,Deutsche Telekom AG,,560592637,node,https://www.openstreetmap.org/node/560592637,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.104,POINT (8.406378 49.4621534),telephone,Deutsche Telekom AG,Q9396,572740581,node,https://www.openstreetmap.org/node/572740581,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.105,POINT (8.4907688 49.4594604),telephone,Deutsche Telekom AG,,574759564,node,https://www.openstreetmap.org/node/574759564,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.106,POINT (8.685952 49.3652999),telephone,,,582535875,node,https://www.openstreetmap.org/node/582535875,https://learnosm.org/de/beginner/,,,,2023-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.107,POINT (9.1319997 49.3183337),telephone,Deutsche Telekom AG,,600461766,node,https://www.openstreetmap.org/node/600461766,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.108,POINT (8.5566091 49.4806261),telephone,Deutsche Telekom AG,,601670239,node,https://www.openstreetmap.org/node/601670239,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.109,POINT (8.1171056 49.24628),telephone,Deutsche Telekom AG,Q9396,605929907,node,https://www.openstreetmap.org/node/605929907,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.110,POINT (7.9934855 49.4180097),telephone,Deutsche Telekom AG,,629099178,node,https://www.openstreetmap.org/node/629099178,https://learnosm.org/de/beginner/,no,,,2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.111,POINT (9.3268565 49.5196157),telephone,,,643602734,node,https://www.openstreetmap.org/node/643602734,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.112,POINT (8.4807682 49.408245),telephone,Deutsche Telekom AG,,661213244,node,https://www.openstreetmap.org/node/661213244,https://learnosm.org/de/beginner/,yes,,,,,,,,,,no,no,no,,,,,,,,,,,,no,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.113,POINT (8.6816364 49.435),telephone,,,663404553,node,https://www.openstreetmap.org/node/663404553,https://learnosm.org/de/beginner/,,,,2023-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.114,POINT (8.3842851 49.3803981),telephone,Deutsche Telekom AG,,666933091,node,https://www.openstreetmap.org/node/666933091,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.115,POINT (8.2266617 49.5404882),telephone,Deutsche Telekom AG,,672412224,node,https://www.openstreetmap.org/node/672412224,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.116,POINT (8.322084 49.5876789),telephone,Deutsche Telekom AG,,683857964,node,https://www.openstreetmap.org/node/683857964,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.117,POINT (8.1765729 49.439631),telephone,Deutsche Telekom AG,,692830595,node,https://www.openstreetmap.org/node/692830595,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.118,POINT (8.1636121 49.1904982),telephone,Deutsche Telekom AG,,701704190,node,https://www.openstreetmap.org/node/701704190,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.119,POINT (8.4310141 49.3039069),telephone,Deutsche Telekom AG,,734395560,node,https://www.openstreetmap.org/node/734395560,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.120,POINT (8.534372 49.3950672),telephone,Deutsche Telekom,,747610342,node,https://www.openstreetmap.org/node/747610342,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.121,POINT (8.1165052 49.0659794),telephone,Deutsche Telekom AG,Q9396,749771398,node,https://www.openstreetmap.org/node/749771398,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.122,POINT (8.1051798 49.2992123),telephone,Deutsche Telekom AG,Q9396,752588541,node,https://www.openstreetmap.org/node/752588541,https://learnosm.org/de/beginner/,,,St.Martin / Hornbrücke,2021-10-21,,,,,,,,,,,,632300704814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.123,POINT (8.137832 49.2033345),telephone,Deutsche Telekom AG,Q9396,758788583,node,https://www.openstreetmap.org/node/758788583,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.124,POINT (8.6711998 49.558166),telephone,,,759914994,node,https://www.openstreetmap.org/node/759914994,https://learnosm.org/de/beginner/,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.125,POINT (8.5390223 49.3953288),telephone,Deutsche Telekom AG,,763073313,node,https://www.openstreetmap.org/node/763073313,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.126,POINT (7.9962601 49.100575),telephone,Deutsche Telekom AG,Q9396,767906077,node,https://www.openstreetmap.org/node/767906077,https://learnosm.org/de/beginner/,,,,2022-07-26,Deutsche Telekom,Q9396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.127,POINT (8.886955 49.3163135),telephone,Deutsche Telekom AG,,771264279,node,https://www.openstreetmap.org/node/771264279,https://learnosm.org/de/beginner/,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.128,POINT (8.2532654 49.3556568),telephone,Deutsche Telekom,,776690590,node,https://www.openstreetmap.org/node/776690590,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.129,POINT (8.5206577 49.4094799),telephone,Deutsche Telekom AG,,797449648,node,https://www.openstreetmap.org/node/797449648,https://learnosm.org/de/beginner/,,,,2023-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.130,POINT (8.7891898 49.6523746),telephone,Deutsche Telekom AG,,801080694,node,https://www.openstreetmap.org/node/801080694,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"telefonieren über T-Card, Kreditkarte oder R-Gespräch",,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.131,POINT (8.6712036 49.3812325),telephone,Deutsche Telekom AG,Q9396,801790661,node,https://www.openstreetmap.org/node/801790661,https://learnosm.org/de/beginner/,,,,2021-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.132,POINT (8.8938384 49.2547376),telephone,,,810414309,node,https://www.openstreetmap.org/node/810414309,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.133,POINT (8.28757 49.0323322),telephone,Deutsche Telekom AG,,817525081,node,https://www.openstreetmap.org/node/817525081,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.134,POINT (8.36759 49.4361921),telephone,Deutsche Telekom AG,Q9396,823163479,node,https://www.openstreetmap.org/node/823163479,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.135,POINT (7.9948262 49.0999901),telephone,Deutsche Telekom AG,Q9396,837558193,node,https://www.openstreetmap.org/node/837558193,https://learnosm.org/de/beginner/,,,,2021-08-10,Deutsche Telekom,Q9396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.136,POINT (8.5653185 49.3974942),telephone,,,847659426,node,https://www.openstreetmap.org/node/847659426,https://learnosm.org/de/beginner/,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.137,POINT (8.1360677 49.3213281),telephone,Deutsche Telekom AG,Q9396,866630069,node,https://www.openstreetmap.org/node/866630069,https://learnosm.org/de/beginner/,yes,,,,,,,,,,,,,,,,,,Lage? Existenz?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.138,POINT (8.4490015 49.4793135),telephone,Deutsche Telekom AG,,876480672,node,https://www.openstreetmap.org/node/876480672,https://learnosm.org/de/beginner/,,,,2021-12-05,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.139,POINT (8.4717223 49.4987755),telephone,Deutsche Telekom AG,,883463110,node,https://www.openstreetmap.org/node/883463110,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.140,POINT (8.9833282 49.4628411),telephone,,,886154522,node,https://www.openstreetmap.org/node/886154522,https://learnosm.org/de/beginner/,,,,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.141,POINT (8.110856 49.200898),telephone,Deutsche Telekom AG,Q9396,893116002,node,https://www.openstreetmap.org/node/893116002,https://learnosm.org/de/beginner/,yes,,,2023-05-09,,,,,,,no,no,yes,,,,,,,,,,,,,TelH_90,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.142,POINT (8.470142 49.5027008),telephone,Deutsche Telekom AG,,893277823,node,https://www.openstreetmap.org/node/893277823,https://learnosm.org/de/beginner/,,,,2023-09-25,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.143,POINT (8.4733493 49.4848646),telephone,Deutsche Telekom AG,,908462035,node,https://www.openstreetmap.org/node/908462035,https://learnosm.org/de/beginner/,yes,,,2023-09-30,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.144,POINT (8.9175847 49.2165273),telephone,Deutsche Telekom AG,,913510534,node,https://www.openstreetmap.org/node/913510534,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.145,POINT (8.0748672 49.2502233),telephone,Deutsche Telekom AG,Q9396,917148792,node,https://www.openstreetmap.org/node/917148792,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.146,POINT (8.4681435 49.5002339),telephone,Rhein Neckar Phone,,923166695,node,https://www.openstreetmap.org/node/923166695,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.147,POINT (8.5648069 49.4786362),telephone,Deutsche Telekom AG,,971120520,node,https://www.openstreetmap.org/node/971120520,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.148,POINT (8.5376354 49.3172497),telephone,Deutsche Telekom AG,Q9396,979673521,node,https://www.openstreetmap.org/node/979673521,https://learnosm.org/de/beginner/,yes,,,2019-05,Deutsche Telekom,Q9396,,,yes,Telestation,,no,no,,,620503079361,,,,,,,,,,,,,,,no,,Bahnhofsvorplatz 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.149,POINT (8.4859962 49.4765348),telephone,Deutsche Telekom AG,Q9396,1000832567,node,https://www.openstreetmap.org/node/1000832567,https://learnosm.org/de/beginner/,yes,,,2024-05-03,Deutsche Telekom,Q9396,,,yes,,yes,,yes,,,,,,,,,,de:Deutsche Telekom,de:Deutsche Telekom,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.150,POINT (8.2522156 49.366083),telephone,Deutsche Telekom,,1003295737,node,https://www.openstreetmap.org/node/1003295737,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.151,POINT (9.131056 49.34939),telephone,,,1018170595,node,https://www.openstreetmap.org/node/1018170595,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An der Jahnhalle,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.152,POINT (8.0005478 49.1026552),telephone,Deutsche Telekom AG,Q9396,1026497071,node,https://www.openstreetmap.org/node/1026497071,https://learnosm.org/de/beginner/,,,,,Deutsche Telekom,Q9396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.153,POINT (7.9625928 49.2027444),telephone,Deutsche Telekom AG,Q9396,1064220093,node,https://www.openstreetmap.org/node/1064220093,https://learnosm.org/de/beginner/,,,,2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.154,POINT (8.1174174 49.196091),telephone,Deutsche Telekom AG,Q9396,1064250437,node,https://www.openstreetmap.org/node/1064250437,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.155,POINT (8.1133934 49.1974609),telephone,Deutsche Telekom AG,Q9396,1064250441,node,https://www.openstreetmap.org/node/1064250441,https://learnosm.org/de/beginner/,,,,2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.156,POINT (8.1075819 49.1956576),telephone,Deutsche Telekom AG,Q9396,1064250449,node,https://www.openstreetmap.org/node/1064250449,https://learnosm.org/de/beginner/,,,,2024-02-19,Deutsche Telekom,Q9396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.157,POINT (8.6220722 49.6805381),telephone,,,1080923455,node,https://www.openstreetmap.org/node/1080923455,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.158,POINT (8.4817165 49.4548556),telephone,Deutsche Telekom AG,,1089629232,node,https://www.openstreetmap.org/node/1089629232,https://learnosm.org/de/beginner/,yes,,,2021-06-02,,,,,booth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.159,POINT (8.3511124 49.4427009),telephone,Deutsche Telekom AG,Q9396,1119804650,node,https://www.openstreetmap.org/node/1119804650,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.160,POINT (8.7199077 49.5785854),telephone,Telekom,,1139500358,node,https://www.openstreetmap.org/node/1139500358,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.161,POINT (8.2775246 49.1959527),telephone,Deutsche Telekom AG,Q9396,1161622447,node,https://www.openstreetmap.org/node/1161622447,https://learnosm.org/de/beginner/,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.162,POINT (8.276937 49.1913034),telephone,Deutsche Telekom AG,Q9396,1161658284,node,https://www.openstreetmap.org/node/1161658284,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_telephone_4326_Point.163,POINT (8.2866833 49.1980989),telephone,Deutsche Telekom AG,Q9396,1175004527,node,https://www.openstreetmap.org/node/1175004527,https://learnosm.org/de/beginner/,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postgrabenstraße,,,,,,,,,,,,,,,,,,
