"Zeit","Gebiet","Objekt","Produktgruppe","Produkt","Melder","Produzent","Verwendungszweck","Abnehmer","Bio/Konv","Einheit","Wert","Zahl"
"202307","Deutschland","Einkäufe","Ölsaaten","andere Ölsaaten","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","0,751","1"
"202307","Deutschland","Einkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","1393,401","1.393"
"202307","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Margarine","Margarinehersteller","","","","","1.000 t","21,673","22"
"202307","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Speisefette","Speisefetthersteller","","","","","1.000 t",".","0"
"202307","Deutschland","Herstellung","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t","223,657","224"
"202307","Deutschland","Herstellung","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","638,295","638"
"202307","Deutschland","Herstellung","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","414,638","415"
"202307","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","58,171","58"
"202307","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","382,231","382"
"202307","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","324,06","324"
"202307","Deutschland","Verarbeitung","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","286,637","287"
"202307","Deutschland","Verarbeitung","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","1022,5989999999999","1.023"
"202307","Deutschland","Verarbeitung","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","735,962","736"
"202307","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","97,335","97"
"202307","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","142,813","143"
"202307","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","88,238","88"
"202307","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","13,746","14"
"202307","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","3,112","3"
"202307","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","8,957","9"
"202307","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","68,413","68"
"202307","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","85,318","85"
"202307","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","27,12","27"
"202307","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","37,453","37"
"202307","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","68","68"
"202307","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","20,009","20"
"202307","Deutschland","Zugang","Ölsaaten","andere Ölsaaten","Ölmühlen","insgesamt","","","","1.000 t","239,694","240"
"202307","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","aus EU (einschließlich Deutschland)","","","","1.000 t","579,485","579"
"202307","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","insgesamt","","","","1.000 t","830,0429999999999","830"
"202307","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","ausländischer Herkunft","","","","1.000 t","255,733","256"
"202307","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","inländischer Herkunft","","","","1.000 t","334,616","335"
"202307","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","insgesamt","","","","1.000 t","590,349","590"
"202306","Deutschland","Bestände","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","17,883","18"
"202306","Deutschland","Bestände","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","7,013","7"
"202306","Deutschland","Bestände","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","57,262","57"
"202306","Deutschland","Bestände","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","82,232","82"
"202306","Deutschland","Bestände","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t","4,677","5"
"202306","Deutschland","Bestände","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","27,233","27"
"202306","Deutschland","Bestände","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","22,556","23"
"202306","Deutschland","Bestände","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","107,737","108"
"202306","Deutschland","Bestände","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","421,08399999999995","421"
"202306","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","313,347","313"
"202306","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","599,207","599"
"202306","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","32,967","33"
"202306","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","96,327","96"
"202306","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","63,36","63"
"202306","Deutschland","Einkäufe","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","4,444","4"
"202306","Deutschland","Einkäufe","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t",".","0"
"202306","Deutschland","Einkäufe","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","2,57","3"
"202306","Deutschland","Einkäufe","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t",".","0"
"202306","Deutschland","Einkäufe","Ölsaaten","andere Ölsaaten","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","2,263","2"
"202306","Deutschland","Einkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","83,275","83"
"202306","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Margarine","Margarinehersteller","","","","","1.000 t","22,625","23"
"202306","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Speisefette","Speisefetthersteller","","","","","1.000 t",".","0"
"202306","Deutschland","Herstellung","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t","164,378","164"
"202306","Deutschland","Herstellung","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","508,30699999999996","508"
"202306","Deutschland","Herstellung","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","343,929","344"
"202306","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","42,81","43"
"202306","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","311,097","311"
"202306","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","268,287","268"
"202306","Deutschland","Verarbeitung","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","211,331","211"
"202306","Deutschland","Verarbeitung","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","819,433","819"
"202306","Deutschland","Verarbeitung","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","608,102","608"
"202306","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","110,791","111"
"202306","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","155,776","156"
"202306","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","78,298","78"
"202306","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","12,524","13"
"202306","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","3,467","3"
"202306","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","9,704","10"
"202306","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","70,758","71"
"202306","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","93,013","93"
"202306","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","39,528","40"
"202306","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","30,732","31"
"202306","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","72,819","73"
"202306","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","22,588","23"
"202306","Deutschland","Zugang","Ölsaaten","andere Ölsaaten","Ölmühlen","insgesamt","","","","1.000 t","193,606","194"
"202306","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","aus EU (einschließlich Deutschland)","","","","1.000 t","665,626","666"
"202306","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","insgesamt","","","","1.000 t","917,174","917"
"202306","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","ausländischer Herkunft","","","","1.000 t","397,503","398"
"202306","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","inländischer Herkunft","","","","1.000 t","326,065","326"
"202306","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","insgesamt","","","","1.000 t","723,568","724"
"202305","Deutschland","Bestände","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","22,43","22"
"202305","Deutschland","Bestände","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","6,734","7"
"202305","Deutschland","Bestände","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","68,374","68"
"202305","Deutschland","Bestände","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","97,538","98"
"202305","Deutschland","Bestände","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t","10,924","11"
"202305","Deutschland","Bestände","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","65,25399999999999","65"
"202305","Deutschland","Bestände","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","54,33","54"
"202305","Deutschland","Bestände","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","81,437","81"
"202305","Deutschland","Bestände","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","333,356","333"
"202305","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","251,919","252"
"202305","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","638,888","639"
"202305","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","36,662","37"
"202305","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","153,312","153"
"202305","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","116,65","117"
"202305","Deutschland","Einkäufe","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","3,111","3"
"202305","Deutschland","Einkäufe","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t",".","0"
"202305","Deutschland","Einkäufe","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","1,974","2"
"202305","Deutschland","Einkäufe","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t",".","0"
"202305","Deutschland","Einkäufe","Ölsaaten","andere Ölsaaten","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","2,681","3"
"202305","Deutschland","Einkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","99,712","100"
"202305","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Margarine","Margarinehersteller","","","","","1.000 t","22,885","23"
"202305","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Speisefette","Speisefetthersteller","","","","","1.000 t",".","0"
"202305","Deutschland","Herstellung","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t","279,818","280"
"202305","Deutschland","Herstellung","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","735,212","735"
"202305","Deutschland","Herstellung","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","455,394","455"
"202305","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","72,439","72"
"202305","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","435,725","436"
"202305","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","363,286","363"
"202305","Deutschland","Verarbeitung","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","357,439","357"
"202305","Deutschland","Verarbeitung","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","1171,569","1.172"
"202305","Deutschland","Verarbeitung","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","814,13","814"
"202305","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","140,741","141"
"202305","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","187,317","187"
"202305","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","92,888","93"
"202305","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","16,095","16"
"202305","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","3,61","4"
"202305","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","11,067","11"
"202305","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","74,819","75"
"202305","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","94,066","94"
"202305","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","30,03","30"
"202305","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","32,856","33"
"202305","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","71,005","71"
"202305","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","19,293","19"
"202305","Deutschland","Zugang","Ölsaaten","andere Ölsaaten","Ölmühlen","insgesamt","","","","1.000 t","189,771","190"
"202305","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","aus EU (einschließlich Deutschland)","","","","1.000 t","695,551","696"
"202305","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","insgesamt","","","","1.000 t","1035,912","1.036"
"202305","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","ausländischer Herkunft","","","","1.000 t","532,116","532"
"202305","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","inländischer Herkunft","","","","1.000 t","314,025","314"
"202305","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","insgesamt","","","","1.000 t","846,141","846"
"202304","Deutschland","Bestände","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","27,5","28"
"202304","Deutschland","Bestände","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","10,171","10"
"202304","Deutschland","Bestände","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","90,058","90"
"202304","Deutschland","Bestände","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","127,72900000000001","128"
"202304","Deutschland","Bestände","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t","9,865","10"
"202304","Deutschland","Bestände","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","62,133","62"
"202304","Deutschland","Bestände","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","52,268","52"
"202304","Deutschland","Bestände","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","86,14","86"
"202304","Deutschland","Bestände","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","332,911","333"
"202304","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","246,771","247"
"202304","Deutschland","Bestände","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","714,519","715"
"202304","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","32,868","33"
"202304","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","135,584","136"
"202304","Deutschland","Bestände","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","102,716","103"
"202304","Deutschland","Einkäufe","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","3,045","3"
"202304","Deutschland","Einkäufe","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t",".","0"
"202304","Deutschland","Einkäufe","Hülsenfrüchte","Futtererbse","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","2,581","3"
"202304","Deutschland","Einkäufe","Hülsenfrüchte","Hülsenfrüchte insgesamt","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t",".","0"
"202304","Deutschland","Einkäufe","Ölsaaten","andere Ölsaaten","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","2,656","3"
"202304","Deutschland","Einkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Mischfutterhersteller, Händler","Landwirtschaft","","","","1.000 t","78,681","79"
"202304","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Margarine","Margarinehersteller","","","","","1.000 t","24,302","24"
"202304","Deutschland","Herstellung","Margarineerzeugnisse, Speisefette","Speisefette","Speisefetthersteller","","","","","1.000 t",".","0"
"202304","Deutschland","Herstellung","Ölnebenerzeugnisse","andere Ölsaaten","Ölmühlen","","","","","1.000 t","249,04","249"
"202304","Deutschland","Herstellung","Ölnebenerzeugnisse","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","686,225","686"
"202304","Deutschland","Herstellung","Ölnebenerzeugnisse","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","437,185","437"
"202304","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","andere Ölsaaten","Ölmühlen","","","","","1.000 t","65,598","66"
"202304","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","409,17","409"
"202304","Deutschland","Herstellung","pflanzliche Öle und Fette (Rohöl)","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","343,572","344"
"202304","Deutschland","Verarbeitung","Ölsaaten","andere Ölsaaten","Ölmühlen","","","","","1.000 t","321,362","321"
"202304","Deutschland","Verarbeitung","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","","","","","1.000 t","1099,22","1.099"
"202304","Deutschland","Verarbeitung","Ölsaaten","Raps (und Rübsen)","Ölmühlen","","","","","1.000 t","777,858","778"
"202304","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","139,253","139"
"202304","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","166,521","167"
"202304","Deutschland","Verkäufe","Ölnebenerzeugnisse","Extraktionsschrot aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","84,129","84"
"202304","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Ausland","","","1.000 t","12,825","13"
"202304","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Futterzwecke","","","1.000 t","3,956","4"
"202304","Deutschland","Verkäufe","Ölnebenerzeugnisse","Ölkuchen aller Ölsaaten","Ölmühlen","","Handel","","","1.000 t","9,495","9"
"202304","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","66,257","66"
"202304","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","77,324","77"
"202304","Deutschland","Verkäufe","Ölsaaten","Ölsaaten insgesamt","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","25,453","25"
"202304","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Ausfuhr","","1.000 t","31,66","32"
"202304","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Handel: Endverbraucher, nicht Endverbraucher, gewerbliche Abfüller (Inland)","","1.000 t","57,913","58"
"202304","Deutschland","Verkäufe","Ölsaaten","Raps (und Rübsen)","Ölmühlen, Raffinerien","","Nahrungszwecke","Verarbeitung (Inland)","","1.000 t","18,606","19"
"202304","Deutschland","Zugang","Ölsaaten","andere Ölsaaten","Ölmühlen","insgesamt","","","","1.000 t","317,723","318"
"202304","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","aus EU (einschließlich Deutschland)","","","","1.000 t","595,872","596"
"202304","Deutschland","Zugang","Ölsaaten","Ölsaaten insgesamt","Ölmühlen","insgesamt","","","","1.000 t","1045,885","1.046"
"202304","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","ausländischer Herkunft","","","","1.000 t","456,028","456"
"202304","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","inländischer Herkunft","","","","1.000 t","272,134","272"
"202304","Deutschland","Zugang","Ölsaaten","Raps (und Rübsen)","Ölmühlen","insgesamt","","","","1.000 t","728,279","728"
"202303","Deutschland","Bestände","Hülsenfrüchte","Ackerbohne","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","32,683","33"
"202303","Deutschland","Bestände","Hülsenfrüchte","andere Hülsenfrüchte","Ölmühlen, Mischfutterhersteller, Händler, Nährmittelhersteller","","","","","1.000 t","10,519","11"
